Name,Price,Set,Rarity
Brink of Disaster,0.02,WWK,Common
Calcite Snapper,0.02,WWK,Common
Canopy Cover,0.02,WWK,Uncommon
Caustic Crawler,0.02,WWK,Uncommon
Claws of Valakut,0.02,WWK,Common
Comet Storm,0.02,WWK,Mythic
Corrupted Zendikon,0.02,WWK,Common
Crusher Zendikon,0.02,WWK,Common
Cunning Sparkmage,0.02,WWK,Uncommon
Deathforge Shaman,0.02,WWK,Uncommon
Everflowing Chalice,0.02,WWK,Uncommon
Gnarlid Pack,0.02,WWK,Common
Goliath Sphinx,0.02,WWK,Rare
Grappler Spider,0.02,WWK,Common
Groundswell,0.02,WWK,Common
Guardian Zendikon,0.02,WWK,Common
Hada Freeblade,0.02,WWK,Uncommon
Halimar Depths,0.02,WWK,Common
Halimar Excavator,0.02,WWK,Common
Join the Ranks,0.02,WWK,Common
Joraga Warcaller,0.02,WWK,Rare
Kitesail Apprentice,0.02,WWK,Common
Kitesail,0.02,WWK,Common
Kor Firewalker,0.02,WWK,Uncommon
Lavaclaw Reaches,0.02,WWK,Rare
Loam Lion,0.02,WWK,Uncommon
Perimeter Captain,0.02,WWK,Uncommon
Pilgrims Eye,0.02,WWK,Common
Pulse Tracker,0.02,WWK,Common
Quag Vampires,0.02,WWK,Common
Quest for Renewal,0.02,WWK,Uncommon
Quest for the Goblin Lord,0.02,WWK,Uncommon
Quicksand,0.02,WWK,Common
Rest for the Weary,0.02,WWK,Common
Roiling Terrain,0.02,WWK,Common
Scrib Nibblers,0.02,WWK,Uncommon
Sejiri Steppe,0.02,WWK,Common
Smoldering Spires,0.02,WWK,Common
Smother,0.02,WWK,Uncommon
Stirring Wildwood,0.02,WWK,Rare
Tectonic Edge,0.02,WWK,Uncommon
Terastodon,0.02,WWK,Rare
Tideforce Elemental,0.02,WWK,Uncommon
Treasure Hunt,0.02,WWK,Common
Tuktuk Scrapper,0.02,WWK,Uncommon
Urge to Feed,0.02,WWK,Uncommon
Vastwood Zendikon,0.02,WWK,Common
Veterans Reflexes,0.02,WWK,Common
Walking Atlas,0.02,WWK,Common
Wind Zendikon,0.02,WWK,Common
Wrexial the Risen Deep,0.02,WWK,Mythic
Agadeem Occultist,0.01,WWK,Rare
Anowon the Ruin Sage,0.01,WWK,Rare
Archon of Redemption,0.01,WWK,Rare
Bazaar Trader,0.01,WWK,Rare
Butcher of Malakir,0.01,WWK,Rare
Chain Reaction,0.01,WWK,Rare
Dragonmaster Outcast,0.01,WWK,Mythic
Harabaz Druid,0.01,WWK,Rare
Jwari Shapeshifter,0.01,WWK,Rare
Kalastria Highborn,0.01,WWK,Rare
Kazuul Tyrant of the Cliffs,0.01,WWK,Rare
Lodestone Golem,0.01,WWK,Rare
Marshals Anthem,0.01,WWK,Rare
Mordant Dragon,0.01,WWK,Rare
Novablast Wurm,0.01,WWK,Mythic
Quest for Ulas Temple,0.01,WWK,Rare
Quest for the Nihil Stone,0.01,WWK,Rare
Raging Ravine,0.01,WWK,Rare
Seers Sundial,0.01,WWK,Rare
Selective Memory,0.01,WWK,Rare
Stone Idol Trap,0.01,WWK,Rare
Strength of the Tajuru,0.01,WWK,Rare
Talus Paladin,0.01,WWK,Rare
Terra Eternal,0.01,WWK,Rare
Thada Adel Acquisitor,0.01,WWK,Rare
Wolfbriar Elemental,0.01,WWK,Rare
"Tabletop
 266","DECLINING CARDS
25▼","PRICE CHANGE
-1.66","RISING CARDS
26▲"
Smothering Tithe,44.79,RNA,Rare
Breeding Pool,21.31,RNA,Rare
Blood Crypt,18.25,RNA,Rare
Godless Shrine,13.54,RNA,Rare
Guardian Project,12.25,RNA,Rare
Hydroid Krasis,10.99,RNA,Mythic
Stomping Ground,10.40,RNA,Rare
Hallowed Fountain,9.96,RNA,Rare
Captive Audience,4.00,RNA,Mythic
Kaya Orzhov Usurper,3.70,RNA,Mythic
Biogenic Ooze,3.53,RNA,Mythic
Priest of Forgotten Gods,3.24,RNA,Rare
Rhythm of the Wild,2.95,RNA,Uncommon
Prime Speaker Vannifar,2.86,RNA,Mythic
Teysa Karlov,2.85,RNA,Rare
Electrodominance,2.47,RNA,Rare
Wilderness Reclamation,2.33,RNA,Uncommon
Rakdos the Showstopper,2.25,RNA,Mythic
Bedevil,2.12,RNA,Rare
Spawn of Mayhem,1.98,RNA,Mythic
Persistent Petitioners,1.95,RNA,Common
Simic Ascendancy,1.93,RNA,Rare
Seraph of the Scales,1.91,RNA,Mythic
Mass Manipulation,1.54,RNA,Rare
Domri Chaos Bringer,1.50,RNA,Mythic
Incubation Druid,1.29,RNA,Rare
Cindervines,1.09,RNA,Rare
Dovin Grand Arbiter,1.02,RNA,Mythic
Kayas Wrath,1.01,RNA,Rare
Absorb,1.00,RNA,Rare
Angel of Grace,1.00,RNA,Mythic
Gutterbones,1.00,RNA,Rare
Lavinia Azorius Renegade,1.00,RNA,Rare
Mesmerizing Benthid,1.00,RNA,Mythic
Biomancers Familiar,0.99,RNA,Rare
Mirror March,0.99,RNA,Rare
Revival  Revenge,0.99,RNA,Rare
Emergency Powers,0.98,RNA,Mythic
Skarrgan Hellkite,0.97,RNA,Mythic
Repudiate  Replicate,0.95,RNA,Rare
Tithe Taker,0.95,RNA,Rare
Deputy of Detention,0.93,RNA,Rare
Unbreakable Formation,0.89,RNA,Rare
End-Raze Forerunners,0.88,RNA,Rare
Vindictive Vampire,0.82,RNA,Uncommon
Forest,0.77,RNA,Basic Land
Ravager Wurm,0.77,RNA,Mythic
Judith the Scourge Diva,0.75,RNA,Rare
Ethereal Absolution,0.73,RNA,Rare
Mountain,0.72,RNA,Basic Land
Skewer the Critics,0.66,RNA,Common
Benthic Biomancer,0.62,RNA,Rare
Gruul Spellbreaker,0.62,RNA,Rare
Island,0.59,RNA,Basic Land
Font of Agonies,0.57,RNA,Rare
Hero of Precinct One,0.55,RNA,Rare
Awaken the Erstwhile,0.52,RNA,Rare
Plaza of Harmony,0.52,RNA,Rare
Sphinx of Foresight,0.51,RNA,Rare
Pestilent Spirit,0.50,RNA,Rare
Zegana Utopian Speaker,0.50,RNA,Rare
Growth Spiral,0.49,RNA,Common
Growth-Chamber Guardian,0.49,RNA,Rare
Light Up the Stage,0.49,RNA,Uncommon
Nikya of the Old Ways,0.49,RNA,Rare
Rampage of the Clans,0.49,RNA,Rare
Tome of the Guildpact,0.49,RNA,Rare
High Alert,0.48,RNA,Uncommon
Verity Circle,0.48,RNA,Rare
Swamp,0.46,RNA,Basic Land
Rix Maadi Reveler,0.45,RNA,Rare
Theater of Horrors,0.45,RNA,Rare
Dovins Dismissal,0.44,RNA,Rare
Precognitive Perception,0.43,RNA,Rare
Glass of the Guildpact,0.40,RNA,Rare
Immolation Shaman,0.40,RNA,Rare
Mortify,0.40,RNA,Uncommon
Pteramander,0.40,RNA,Uncommon
Wall of Lost Thoughts,0.40,RNA,Uncommon
Resolute Watchdog,0.39,RNA,Uncommon
Domris Nodorog,0.36,RNA,Rare
Thrash  Threat,0.36,RNA,Rare
Warrant  Warden,0.36,RNA,Rare
Lumbering Battlement,0.35,RNA,Rare
Ministrant of Obligation,0.35,RNA,Uncommon
Gates Ablaze,0.34,RNA,Uncommon
Bedeck  Bedazzle,0.33,RNA,Rare
Collision  Colossus,0.31,RNA,Uncommon
Orzhov Enforcer,0.31,RNA,Uncommon
Amplifire,0.30,RNA,Rare
Essence Capture,0.30,RNA,Uncommon
Gatebreaker Ram,0.30,RNA,Uncommon
Impassioned Orator,0.30,RNA,Common
Plains,0.30,RNA,Basic Land
Tower Defense,0.30,RNA,Uncommon
Drill Bit,0.29,RNA,Uncommon
Cavalcade of Calamity,0.27,RNA,Uncommon
Cry of the Carnarium,0.27,RNA,Uncommon
Bankrupt in Blood,0.26,RNA,Uncommon
Basilica Bell-Haunt,0.26,RNA,Uncommon
Pitiless Pontiff,0.26,RNA,Uncommon
Sunder Shaman,0.26,RNA,Uncommon
Angelic Exaltation,0.25,RNA,Uncommon
Archway Angel,0.25,RNA,Uncommon
Azorius Locket,0.25,RNA,Common
Azorius Skyguard,0.25,RNA,Uncommon
Biogenic Upgrade,0.25,RNA,Uncommon
Bloodmist Infiltrator,0.25,RNA,Uncommon
Bolrac-Clan Crusher,0.25,RNA,Uncommon
Carnival  Carnage,0.25,RNA,Uncommon
Charging War Boar,0.25,RNA,Uncommon
Clamor Shaman,0.25,RNA,Uncommon
Clan Guildmage,0.25,RNA,Uncommon
Clear the Mind,0.25,RNA,Common
Combine Guildmage,0.25,RNA,Uncommon
Consecrate  Consume,0.25,RNA,Uncommon
Cult Guildmage,0.25,RNA,Uncommon
Dagger Caster,0.25,RNA,Uncommon
Depose  Deploy,0.25,RNA,Uncommon
Dovins Acuity,0.25,RNA,Uncommon
Dovins Automaton,0.25,RNA,Uncommon
Elite Arrester,0.25,RNA,Common
Eyes Everywhere,0.25,RNA,Uncommon
Final Payment,0.25,RNA,Common
Fireblade Artist,0.25,RNA,Uncommon
Footlight Fiend,0.25,RNA,Common
Forbidding Spirit,0.25,RNA,Uncommon
Frilled Mystic,0.25,RNA,Uncommon
Galloping Lizrog,0.25,RNA,Uncommon
Gate Colossus,0.25,RNA,Uncommon
Gateway Plaza,0.25,RNA,Common
Gateway Sneak,0.25,RNA,Uncommon
Gruul Beastmaster,0.25,RNA,Uncommon
Gyre Engineer,0.25,RNA,Uncommon
Hackrobat,0.25,RNA,Uncommon
Ill-Gotten Inheritance,0.25,RNA,Common
Imperious Oligarch,0.25,RNA,Common
Incubation  Incongruity,0.25,RNA,Uncommon
Junktroller,0.25,RNA,Uncommon
Knight of the Last Breath,0.25,RNA,Uncommon
Macabre Mockery,0.25,RNA,Uncommon
Orzhov Locket,0.25,RNA,Common
Orzhov Racketeers,0.25,RNA,Uncommon
Rakdos Firewheeler,0.25,RNA,Uncommon
Rakdos Locket,0.25,RNA,Common
Rally to Battle,0.25,RNA,Uncommon
Regenesis,0.25,RNA,Uncommon
Rumbling Ruin,0.25,RNA,Uncommon
Saruli Caretaker,0.25,RNA,Common
Scrabbling Claws,0.25,RNA,Uncommon
Screaming Shield,0.25,RNA,Uncommon
Senate Guildmage,0.25,RNA,Uncommon
Sentinels Mark,0.25,RNA,Uncommon
Sharktocrab,0.25,RNA,Uncommon
Shimmer of Possibility,0.25,RNA,Common
Silhana Wayfinder,0.25,RNA,Uncommon
Simic Locket,0.25,RNA,Common
Skatewing Spy,0.25,RNA,Uncommon
Sky Tether,0.25,RNA,Uncommon
Smelt-Ward Ignus,0.25,RNA,Uncommon
Spear Spewer,0.25,RNA,Common
Sphinx of New Prahv,0.25,RNA,Uncommon
Sphinx of the Guildpact,0.25,RNA,Uncommon
Spire Mangler,0.25,RNA,Uncommon
Spirit of the Spires,0.25,RNA,Uncommon
Swirling Torrent,0.25,RNA,Uncommon
Syndicate Guildmage,0.25,RNA,Uncommon
Thought Collapse,0.25,RNA,Common
Tin Street Dodger,0.25,RNA,Uncommon
Titanic Brawl,0.25,RNA,Common
Trollbred Guardian,0.25,RNA,Uncommon
Windstorm Drake,0.25,RNA,Uncommon
Zhur-Taa Goblin,0.25,RNA,Uncommon
Clear the Stage,0.24,RNA,Uncommon
Code of Constraint,0.24,RNA,Uncommon
Enraged Ceratok,0.24,RNA,Uncommon
Goblin Gathering,0.24,RNA,Common
Justiciars Portal,0.24,RNA,Common
Open the Gates,0.24,RNA,Common
Ragefire,0.24,RNA,Common
Flames of the Raze-Boar,0.23,RNA,Uncommon
Gruul Locket,0.23,RNA,Common
Lawmages Binding,0.23,RNA,Common
Orzhov Guildgate253,0.23,RNA,Common
Stony Strength,0.23,RNA,Common
Rakdos Guildgate256,0.22,RNA,Common
Simic Guildgate257,0.22,RNA,Common
Gruul Guildgate249,0.21,RNA,Common
Simic Guildgate258,0.21,RNA,Common
Act of Treason,0.20,RNA,Common
Azorius Guildgate243,0.20,RNA,Common
Azorius Guildgate244,0.20,RNA,Common
Bladebrand,0.20,RNA,Common
Coral Commando,0.20,RNA,Common
Dead Revels,0.20,RNA,Common
Expose to Daylight,0.20,RNA,Common
Faerie Duelist,0.20,RNA,Common
Frenzied Arynx,0.20,RNA,Common
Gruul Guildgate250,0.20,RNA,Common
Orzhov Guildgate252,0.20,RNA,Common
Quench,0.20,RNA,Common
Rafter Demon,0.20,RNA,Common
Rakdos Guildgate255,0.20,RNA,Common
Rakdos Trumpeter,0.20,RNA,Common
Root Snare,0.20,RNA,Common
Savage Smash,0.20,RNA,Common
Scuttlegator,0.20,RNA,Common
Sphinxs Insight,0.20,RNA,Common
Steeple Creeper,0.20,RNA,Common
Storm Strike,0.20,RNA,Common
Thirsting Shade,0.20,RNA,Common
Twilight Panther,0.20,RNA,Common
Vizkopa Vampire,0.20,RNA,Common
Aeromunculus,0.19,RNA,Common
Applied Biomancy,0.19,RNA,Common
Azorius Knight-Arbiter,0.19,RNA,Common
Blade Juggler,0.19,RNA,Common
Bring to Trial,0.19,RNA,Common
Burning-Tree Vandal,0.19,RNA,Common
Chillbringer,0.19,RNA,Common
Deface,0.19,RNA,Common
Humongulus,0.19,RNA,Common
Noxious Groodion,0.19,RNA,Common
Prowling Caracal,0.19,RNA,Common
Prying Eyes,0.19,RNA,Common
Rakdos Roustabout,0.19,RNA,Common
Rubble Reading,0.19,RNA,Common
Rubblebelt Recluse,0.19,RNA,Common
Rubblebelt Runner,0.19,RNA,Common
Sages Row Savant,0.19,RNA,Common
Sagittars Volley,0.19,RNA,Common
Sauroform Hybrid,0.19,RNA,Common
Scorchmark,0.19,RNA,Common
Skitter Eel,0.19,RNA,Common
Slimebind,0.19,RNA,Common
Spikewheel Acrobat,0.19,RNA,Common
Summary Judgment,0.19,RNA,Common
Undercitys Embrace,0.19,RNA,Common
Watchful Giant,0.19,RNA,Common
Wrecking Beast,0.19,RNA,Common
Arresters Admonition,0.18,RNA,Common
Arresters Zeal,0.18,RNA,Common
Carrion Imp,0.18,RNA,Common
Catacomb Crocodile,0.18,RNA,Common
Civic Stalwart,0.18,RNA,Common
Concordia Pegasus,0.18,RNA,Common
Consign to the Pit,0.18,RNA,Common
Debtors Transport,0.18,RNA,Common
Get the Point,0.18,RNA,Common
Ghor-Clan Wrecker,0.18,RNA,Common
Gift of Strength,0.18,RNA,Common
Grasping Thrull,0.18,RNA,Common
Gravel-Hide Goblin,0.18,RNA,Common
Grotesque Demise,0.18,RNA,Common
Haazda Officer,0.18,RNA,Common
Knight of Sorrows,0.18,RNA,Common
Mammoth Spider,0.18,RNA,Common
Plague Wight,0.18,RNA,Common
Rampaging Rendhorn,0.18,RNA,Common
Rubble Slinger,0.18,RNA,Common
Senate Courier,0.18,RNA,Common
Senate Griffin,0.18,RNA,Common
Sylvan Brushstrider,0.18,RNA,Common
Syndicate Messenger,0.18,RNA,Common
Tenth District Veteran,0.18,RNA,Common
Territorial Boar,0.18,RNA,Common
Undercity Scavenger,0.18,RNA,Common
Axebane Beast,0.17,RNA,Common
Burn Bright,0.17,RNA,Common
Feral Maaka,0.17,RNA,Common
Kaya Orzhov Usurper,5.52,RNA,Mythic
Dovins Automaton,2.93,RNA,Uncommon
Blood Crypt,2.83,RNA,Rare
Stomping Ground,2.36,RNA,Rare
Hallowed Fountain,2.18,RNA,Rare
Hydroid Krasis,1.94,RNA,Mythic
Dovin Architect of Law,1.48,RNA,Mythic
Breeding Pool,1.40,RNA,Rare
Elite Arrester,1.39,RNA,Common
Smothering Tithe,1.23,RNA,Rare
Charging War Boar,1.12,RNA,Uncommon
Ragefire,1.12,RNA,Common
Godless Shrine,1.00,RNA,Rare
Lavinia Azorius Renegade,0.79,RNA,Rare
Cindervines,0.62,RNA,Rare
Domri City Smasher,0.48,RNA,Mythic
Absorb,0.37,RNA,Rare
Spawn of Mayhem,0.33,RNA,Mythic
Plaza of Harmony,0.31,RNA,Rare
Domris Nodorog,0.22,RNA,Rare
Deputy of Detention,0.21,RNA,Rare
Priest of Forgotten Gods,0.17,RNA,Rare
The Haunt of Hightower,0.15,RNA,Mythic
Biogenic Ooze,0.13,RNA,Mythic
Dovin Grand Arbiter,0.13,RNA,Mythic
Guardian Project,0.13,RNA,Rare
Domri Chaos Bringer,0.10,RNA,Mythic
Ravager Wurm,0.07,RNA,Mythic
Captive Audience,0.06,RNA,Mythic
Act of Treason,0.05,RNA,Common
Arresters Admonition,0.05,RNA,Common
Burn Bright,0.05,RNA,Common
Code of Constraint,0.05,RNA,Uncommon
Consign to the Pit,0.05,RNA,Common
Coral Commando,0.05,RNA,Common
Dovins Dismissal,0.05,RNA,Rare
Enraged Ceratok,0.05,RNA,Uncommon
Expose to Daylight,0.05,RNA,Common
Frenzied Arynx,0.05,RNA,Common
Gruul Beastmaster,0.05,RNA,Uncommon
Hackrobat,0.05,RNA,Uncommon
Light Up the Stage,0.05,RNA,Uncommon
Rakdos Trumpeter,0.05,RNA,Common
Rampaging Rendhorn,0.05,RNA,Common
Scorchmark,0.05,RNA,Common
Senate Griffin,0.05,RNA,Common
Spikewheel Acrobat,0.05,RNA,Common
Undercity Scavenger,0.05,RNA,Common
Undercitys Embrace,0.05,RNA,Common
Watchful Giant,0.05,RNA,Common
Axebane Beast,0.04,RNA,Common
Azorius Skyguard,0.04,RNA,Uncommon
Blade Juggler,0.04,RNA,Common
Bladebrand,0.04,RNA,Common
Bolrac-Clan Crusher,0.04,RNA,Uncommon
Bring to Trial,0.04,RNA,Common
Burning-Tree Vandal,0.04,RNA,Common
Carnival  Carnage,0.04,RNA,Uncommon
Civic Stalwart,0.04,RNA,Common
Clear the Stage,0.04,RNA,Uncommon
Combine Guildmage,0.04,RNA,Uncommon
Concordia Pegasus,0.04,RNA,Common
Cult Guildmage,0.04,RNA,Uncommon
Deface,0.04,RNA,Common
Dovins Acuity,0.04,RNA,Uncommon
Feral Maaka,0.04,RNA,Common
Fireblade Artist,0.04,RNA,Uncommon
Flames of the Raze-Boar,0.04,RNA,Uncommon
Gateway Sneak,0.04,RNA,Uncommon
Get the Point,0.04,RNA,Common
Ghor-Clan Wrecker,0.04,RNA,Common
Gift of Strength,0.04,RNA,Common
Haazda Officer,0.04,RNA,Common
Humongulus,0.04,RNA,Common
Knight of the Last Breath,0.04,RNA,Uncommon
Macabre Mockery,0.04,RNA,Uncommon
Noxious Groodion,0.04,RNA,Common
Prowling Caracal,0.04,RNA,Common
Prying Eyes,0.04,RNA,Common
Quench,0.04,RNA,Common
Rafter Demon,0.04,RNA,Common
Rakdos Roustabout,0.04,RNA,Common
Rubblebelt Recluse,0.04,RNA,Common
Sauroform Hybrid,0.04,RNA,Common
