Name,Price,Set,Rarity
Ancient Hellkite,0.01,M11,Rare
Brittle Effigy,0.01,M11,Rare
Chandra Nalaar,0.01,M11,Mythic
Clone,0.01,M11,Rare
Dark Tutelage,0.01,M11,Rare
Day of Judgment,0.01,M11,Rare
Destructive Force,0.01,M11,Rare
Drowned Catacomb,0.01,M11,Rare
Elvish Archdruid,0.01,M11,Rare
Fauna Shaman,0.01,M11,Rare
Frost Titan,0.01,M11,Mythic
Garruk Wildspeaker,0.01,M11,Mythic
Glacial Fortress,0.01,M11,Rare
Goblin Chieftain,0.01,M11,Rare
Haunting Echoes,0.01,M11,Rare
Hoarding Dragon,0.01,M11,Rare
Honor of the Pure,0.01,M11,Rare
Jace Beleren,0.01,M11,Mythic
Jinxed Idol,0.01,M11,Rare
Knight Exemplar,0.01,M11,Rare
Leyline of Anticipation,0.01,M11,Rare
Leyline of Punishment,0.01,M11,Rare
Leyline of Vitality,0.01,M11,Rare
Liliana Vess,0.01,M11,Mythic
Mass Polymorph,0.01,M11,Rare
Merfolk Sovereign,0.01,M11,Rare
Mitotic Slime,0.01,M11,Rare
Mystifying Maze,0.01,M11,Rare
Nantuko Shade,0.01,M11,Rare
Necrotic Plague,0.01,M11,Rare
Obstinate Baloth,0.01,M11,Rare
Overwhelming Stampede,0.01,M11,Rare
Phylactery Lich,0.01,M11,Rare
Platinum Angel,0.01,M11,Mythic
Protean Hydra,0.01,M11,Rare
Redirect,0.01,M11,Rare
Reverberate,0.01,M11,Rare
Royal Assassin,0.01,M11,Rare
Steel Overseer,0.01,M11,Rare
Sword of Vengeance,0.01,M11,Rare
Temple Bell,0.01,M11,Rare
Time Reversal,0.01,M11,Mythic
Triskelion,0.01,M11,Rare
Vengeful Archon,0.01,M11,Rare
Wild Evocation,0.01,M11,Rare
"Tabletop
 424","DECLINING CARDS
75▼","PRICE CHANGE
-0.94","RISING CARDS
31▲"
Primal Vigor,24.89,C13,Rare
Toxic Deluge,23.35,C13,Rare
Crawlspace,15.66,C13,Rare
Ophiomancer,15.45,C13,Rare
Goblin Sharpshooter,14.99,C13,Rare
Homeward Path,13.04,C13,Rare
Oloro Ageless Ascetic,9.99,C13,Mythic
Tempt with Vengeance,9.41,C13,Rare
Lim-Duls Vault,9.13,C13,Uncommon
Avenger of Zendikar,6.70,C13,Mythic
Wrath of God,5.66,C13,Rare
Bane of Progress,5.47,C13,Rare
Conjurers Closet,5.25,C13,Rare
Nekusar the Mindrazer,5.04,C13,Mythic
Propaganda,4.99,C13,Uncommon
Thousand-Year Elixir,4.99,C13,Rare
True-Name Nemesis,4.69,C13,Rare
Sword of the Paruns,4.60,C13,Rare
Jaces Archivist,4.45,C13,Rare
Phyrexian Reclamation,4.35,C13,Uncommon
Divinity of Pride,4.27,C13,Rare
Basalt Monolith,3.99,C13,Uncommon
Decree of Pain,3.45,C13,Rare
Derevi Empyrial Tactician,3.40,C13,Mythic
Spiteful Visions,2.99,C13,Rare
Wayfarers Bauble,2.94,C13,Common
Sanguine Bond,2.80,C13,Rare
Endrek Sahr Master Breeder,2.74,C13,Rare
Baleful Strix,2.73,C13,Uncommon
Phyrexian Delver,2.69,C13,Rare
Temple Bell,2.69,C13,Rare
Illusionists Gambit,2.58,C13,Rare
Spoils of Victory,2.58,C13,Uncommon
Gahiji Honored One,2.50,C13,Mythic
Well of Lost Dreams,2.50,C13,Rare
Sol Ring,2.46,C13,Uncommon
Boros Charm,2.44,C13,Uncommon
Tempt with Reflections,2.37,C13,Rare
Blue Suns Zenith,2.32,C13,Rare
Prossh Skyraider of Kher,2.31,C13,Mythic
Act of Authority,2.26,C13,Rare
Sudden Spoiling,2.18,C13,Rare
Arcane Denial,2.17,C13,Common
Darksteel Mutation,2.12,C13,Uncommon
Wall of Reverence,2.10,C13,Rare
Curse of Shallow Graves,2.08,C13,Uncommon
Goblin Bombardment,2.04,C13,Uncommon
Swiftfoot Boots,2.00,C13,Uncommon
Roon of the Hidden Realm,1.96,C13,Mythic
Savage Lands,1.86,C13,Uncommon
Incendiary Command,1.84,C13,Rare
Bojuka Bog,1.81,C13,Common
Night Soil,1.81,C13,Common
Tempt with Discovery,1.81,C13,Rare
Inferno Titan,1.79,C13,Mythic
Prosperity,1.78,C13,Uncommon
Selesnya Signet,1.77,C13,Common
Mirror Entity,1.69,C13,Rare
Shattergang Brothers,1.59,C13,Mythic
Army of the Damned,1.55,C13,Mythic
Flickerform,1.55,C13,Rare
Faerie Conclave,1.52,C13,Uncommon
Hull Breach,1.50,C13,Common
Nightscape Familiar,1.50,C13,Common
Seaside Citadel,1.49,C13,Uncommon
Sakura-Tribe Elder,1.44,C13,Common
Mayael the Anima,1.42,C13,Mythic
Vivid Marsh,1.40,C13,Uncommon
Grixis Panorama,1.39,C13,Common
Kher Keep,1.37,C13,Rare
Murkfiend Liege,1.36,C13,Rare
Endless Cockroaches,1.31,C13,Rare
Jund Panorama,1.31,C13,Common
Arcane Sanctum,1.28,C13,Uncommon
Jeleva Nephalias Scourge,1.28,C13,Mythic
Springjack Pasture,1.28,C13,Rare
Wash Out,1.25,C13,Uncommon
Azami Lady of Scrolls,1.24,C13,Rare
Mystic Barrier,1.24,C13,Rare
Sydri Galvanic Genius,1.10,C13,Mythic
Sphinx of the Steel Wind,1.06,C13,Mythic
From the Ashes,1.00,C13,Rare
Spellbreaker Behemoth,1.00,C13,Rare
Spine of Ish Sah,1.00,C13,Rare
Stalking Vengeance,1.00,C13,Rare
Thraximundar,1.00,C13,Mythic
Hunted Troll,0.99,C13,Rare
Stronghold Assassin,0.99,C13,Rare
Warstorm Surge,0.99,C13,Rare
Karmic Guide,0.98,C13,Rare
Krosan Grip,0.97,C13,Uncommon
Tempt with Immortality,0.96,C13,Rare
Marath Will of the Wild,0.95,C13,Mythic
Price of Knowledge,0.91,C13,Rare
Cradle of Vitality,0.90,C13,Rare
Bant Panorama,0.89,C13,Common
Esper Panorama,0.89,C13,Common
Cultivate,0.85,C13,Common
Djinn of Infinite Deceits,0.85,C13,Rare
Serra Avatar,0.85,C13,Mythic
Mirari,0.84,C13,Rare
Nevinyrrals Disk,0.82,C13,Rare
Fecundity,0.80,C13,Uncommon
Vivid Crag,0.80,C13,Uncommon
Deathbringer Thoctar,0.78,C13,Rare
Hua Tuo Honored Physician,0.75,C13,Rare
Harmonize,0.71,C13,Uncommon
Command Tower,0.70,C13,Common
Darksteel Ingot,0.70,C13,Uncommon
Fires of Yavimaya,0.70,C13,Uncommon
Sharuum the Hegemon,0.70,C13,Mythic
Where Ancients Tread,0.70,C13,Rare
Surveyors Scope,0.69,C13,Rare
Greed,0.67,C13,Rare
Drumhunter,0.66,C13,Uncommon
Nihil Spellbomb,0.66,C13,Common
Angel of Finality,0.65,C13,Rare
Mosswort Bridge,0.65,C13,Rare
Control Magic,0.64,C13,Uncommon
Viscera Seer,0.61,C13,Common
Rampaging Baloths,0.60,C13,Mythic
Cruel Ultimatum,0.55,C13,Rare
Farhaven Elf,0.55,C13,Common
Molten Disaster,0.55,C13,Rare
Sudden Demise,0.55,C13,Rare
Baleful Force,0.54,C13,Rare
Eternal Dragon,0.54,C13,Rare
Vampire Nighthawk,0.54,C13,Uncommon
Myr Battlesphere,0.53,C13,Rare
Serene Master,0.53,C13,Rare
Crumbling Necropolis,0.52,C13,Uncommon
Contested Cliffs,0.50,C13,Rare
Crosiss Charm,0.50,C13,Uncommon
Echo Mage,0.50,C13,Rare
Flickerwisp,0.50,C13,Uncommon
Fog Bank,0.50,C13,Uncommon
Mass Mutiny,0.50,C13,Rare
Order of Succession,0.50,C13,Rare
SekKuar Deathkeeper,0.50,C13,Rare
Sharding Sphinx,0.50,C13,Rare
Simic Signet,0.50,C13,Common
Starstorm,0.50,C13,Rare
Thopter Foundry,0.50,C13,Uncommon
Tidal Force,0.50,C13,Rare
Tower of Fortunes,0.50,C13,Rare
Unexpectedly Absent,0.50,C13,Rare
Vivid Creek,0.50,C13,Uncommon
Witch Hunt,0.50,C13,Rare
Wonder,0.50,C13,Uncommon
Arcane Melee,0.49,C13,Rare
Curse of Chaos,0.49,C13,Uncommon
Druidic Satchel,0.49,C13,Rare
Grim Backwoods,0.49,C13,Rare
Kazandu Tuskcaller,0.49,C13,Rare
Llanowar Reborn,0.49,C13,Uncommon
Naya Panorama,0.49,C13,Common
Rubinia Soulsinger,0.49,C13,Rare
Silklash Spider,0.49,C13,Rare
Sun Droplet,0.49,C13,Uncommon
Uyo Silent Prophet,0.49,C13,Rare
Wild Ricochet,0.49,C13,Rare
Vivid Grove,0.48,C13,Uncommon
Widespread Panic,0.48,C13,Rare
Augury Adept,0.47,C13,Rare
"Kongming ""Sleeping Dragon""",0.47,C13,Rare
Lu Xun Scholar General,0.47,C13,Rare
Plague Boiler,0.47,C13,Rare
Filigree Angel,0.46,C13,Rare
Jungle Shrine,0.46,C13,Uncommon
Kirtars Wrath,0.46,C13,Rare
Reincarnation,0.46,C13,Uncommon
Crater Hellion,0.45,C13,Rare
Eye of Doom,0.45,C13,Rare
Opal Palace,0.45,C13,Common
Vizkopa Guildmage,0.45,C13,Uncommon
War Cadence,0.45,C13,Uncommon
Charmbreaker Devils,0.44,C13,Rare
Death Grasp,0.44,C13,Rare
Tempt with Glory,0.44,C13,Rare
Brooding Saurian,0.43,C13,Rare
Jar of Eyeballs,0.43,C13,Rare
Naya Soulbeast,0.43,C13,Rare
Ravenous Baloth,0.43,C13,Rare
Temple of the False God,0.43,C13,Uncommon
Tooth and Claw,0.43,C13,Rare
Curse of Predation,0.42,C13,Uncommon
Foster,0.42,C13,Rare
Phantom Nantuko,0.42,C13,Rare
Presence of Gond,0.42,C13,Common
Deceiver Exarch,0.40,C13,Uncommon
Fell Shepherd,0.40,C13,Rare
Guard Gomazoa,0.40,C13,Uncommon
Guttersnipe,0.40,C13,Uncommon
Jwar Isle Refuge,0.40,C13,Uncommon
Sejiri Refuge,0.40,C13,Uncommon
Skyscribing,0.40,C13,Uncommon
Spawning Grounds,0.40,C13,Rare
Behemoth Sledge,0.39,C13,Uncommon
Capricious Efreet,0.39,C13,Rare
Seers Sundial,0.39,C13,Rare
Spinal Embrace,0.39,C13,Rare
Charnelhoard Wurm,0.38,C13,Rare
Magus of the Arena,0.38,C13,Rare
Ajanis Pridemate,0.37,C13,Uncommon
Barren Moor,0.37,C13,Common
Dromars Charm,0.37,C13,Uncommon
Rakdos Carnarium,0.37,C13,Common
Selesnya Sanctuary,0.37,C13,Common
Strategic Planning,0.37,C13,Uncommon
Akoum Refuge,0.36,C13,Uncommon
Augur of Bolas,0.36,C13,Uncommon
Dungeon Geists,0.36,C13,Rare
Pristine Talisman,0.36,C13,Common
Curse of Inertia,0.35,C13,Uncommon
Fiery Justice,0.35,C13,Rare
Aethermages Touch,0.34,C13,Rare
Jund Charm,0.34,C13,Uncommon
Slippery Karst,0.34,C13,Common
Terramorphic Expanse,0.34,C13,Common
Borrowing 100000 Arrows,0.33,C13,Uncommon
Jade Mage,0.33,C13,Uncommon
Mistmeadow Witch,0.33,C13,Uncommon
Deep Analysis,0.32,C13,Common
Golgari Rot Farm,0.32,C13,Common
Kazandu Refuge,0.32,C13,Uncommon
Molten Slagheap,0.32,C13,Uncommon
Orzhov Basilica,0.32,C13,Common
Izzet Boilerworks,0.31,C13,Common
Acidic Slime,0.30,C13,Uncommon
Azorius Herald,0.30,C13,Uncommon
Baloth Woodcrasher,0.30,C13,Uncommon
Boros Garrison,0.30,C13,Common
Carnage Altar,0.30,C13,Uncommon
Curse of the Forsaken,0.30,C13,Uncommon
Deadwood Treefolk,0.30,C13,Uncommon
Disciple of Griselbrand,0.30,C13,Uncommon
Dismiss,0.30,C13,Uncommon
Famine,0.30,C13,Uncommon
Fiend Hunter,0.30,C13,Uncommon
