Name,Price,Set,Rarity
Golgari Rot Farm,0.29,RAV,Common
Moldervine Cloak,0.29,RAV,Uncommon
Pollenbright Wings,0.29,RAV,Uncommon
Ethereal Usher,0.28,RAV,Uncommon
Mnemonic Nexus,0.28,RAV,Uncommon
Golgari Brownscale,0.27,RAV,Common
Svogthos the Restless Tomb,0.27,RAV,Uncommon
Vitu-Ghazi the City-Tree,0.27,RAV,Uncommon
Boros Swiftblade,0.26,RAV,Uncommon
Devouring Light,0.26,RAV,Uncommon
Goliath Spider,0.26,RAV,Uncommon
Auratouched Mage,0.25,RAV,Uncommon
Belltower Sphinx,0.25,RAV,Uncommon
Boros Guildmage,0.25,RAV,Uncommon
Boros Recruit,0.25,RAV,Common
Carrion Howler,0.25,RAV,Uncommon
Chant of Vitu-Ghazi,0.25,RAV,Uncommon
Cleansing Beam,0.25,RAV,Uncommon
Compulsive Research,0.25,RAV,Common
Conclave Phalanx,0.25,RAV,Uncommon
Consult the Necrosages,0.25,RAV,Common
Cyclopean Snare,0.25,RAV,Uncommon
Dark Heart of the Wood,0.25,RAV,Uncommon
Dimir Guildmage,0.25,RAV,Uncommon
Divebomber Griffin,0.25,RAV,Uncommon
Dowsing Shaman,0.25,RAV,Uncommon
Drooling Groodion,0.25,RAV,Uncommon
Festival of the Guildpact,0.25,RAV,Uncommon
Flame-Kin Zealot,0.25,RAV,Uncommon
Gaze of the Gorgon,0.25,RAV,Common
Glass Golem,0.25,RAV,Uncommon
Golgari Guildmage,0.25,RAV,Uncommon
Halcyon Glaze,0.25,RAV,Uncommon
Indentured Oaf,0.25,RAV,Uncommon
Induce Paranoia,0.25,RAV,Common
Instill Furor,0.25,RAV,Uncommon
Ivy Dancer,0.25,RAV,Uncommon
Keening Banshee,0.25,RAV,Uncommon
Lurking Informant,0.25,RAV,Common
Mark of Eviction,0.25,RAV,Uncommon
Nightmare Void,0.25,RAV,Uncommon
Overwhelm,0.25,RAV,Uncommon
Peregrine Mask,0.25,RAV,Uncommon
Rain of Embers,0.25,RAV,Common
Rally the Righteous,0.25,RAV,Common
Recollect,0.25,RAV,Uncommon
Reroute,0.25,RAV,Uncommon
Ribbons of Night,0.25,RAV,Uncommon
Rolling Spoil,0.25,RAV,Uncommon
Sandsower,0.25,RAV,Uncommon
Scatter the Seeds,0.25,RAV,Common
Seed Spark,0.25,RAV,Uncommon
Seismic Spike,0.25,RAV,Common
Selesnya Sagittars,0.25,RAV,Uncommon
Shambling Shell,0.25,RAV,Common
Spectral Searchlight,0.25,RAV,Uncommon
Sunhome Enforcer,0.25,RAV,Uncommon
Surveilling Sprite,0.25,RAV,Common
Terrarion,0.25,RAV,Common
Thoughtpicker Witch,0.25,RAV,Common
Trophy Hunter,0.25,RAV,Uncommon
Twisted Justice,0.25,RAV,Uncommon
Undercity Shade,0.25,RAV,Uncommon
Veteran Armorer,0.25,RAV,Common
Vindictive Mob,0.25,RAV,Uncommon
Wojek Apothecary,0.25,RAV,Uncommon
Wojek Embermage,0.25,RAV,Uncommon
Blockbuster,0.24,RAV,Uncommon
Boros Fury-Shield,0.24,RAV,Common
Civic Wayfinder,0.24,RAV,Common
Coalhauler Swine,0.24,RAV,Common
Conclaves Blessing,0.24,RAV,Common
Faiths Fetters,0.24,RAV,Common
Fists of Ironwood,0.24,RAV,Common
Flash Conscription,0.24,RAV,Uncommon
Grayscaled Gharial,0.24,RAV,Common
Greater Forgeling,0.24,RAV,Uncommon
Greater Mossdog,0.24,RAV,Common
Grifters Blade,0.24,RAV,Uncommon
Leashling,0.24,RAV,Uncommon
Mausoleum Turnkey,0.24,RAV,Uncommon
Moroii,0.24,RAV,Uncommon
Root-Kin Ally,0.24,RAV,Uncommon
Selesnya Evangel,0.24,RAV,Common
Selesnya Guildmage,0.24,RAV,Uncommon
Tidewater Minion,0.24,RAV,Common
Caregiver,0.23,RAV,Common
Centaur Safeguard,0.23,RAV,Common
Dogpile,0.23,RAV,Common
Gather Courage,0.23,RAV,Common
Guardian of Vitu-Ghazi,0.23,RAV,Common
Quickchange,0.23,RAV,Common
Skyknight Legionnaire,0.23,RAV,Common
Smash,0.23,RAV,Common
Terraformer,0.23,RAV,Common
Wojek Siren,0.23,RAV,Common
Benevolent Ancestor,0.22,RAV,Common
Clinging Darkness,0.22,RAV,Common
Conclave Equenaut,0.22,RAV,Common
Courier Hawk,0.22,RAV,Common
Disembowel,0.22,RAV,Common
Drake Familiar,0.22,RAV,Common
Dromad Purebred,0.22,RAV,Common
Dryads Caress,0.22,RAV,Common
Elvish Skysweeper,0.22,RAV,Common
Gate Hound,0.22,RAV,Common
Goblin Fire Fiend,0.22,RAV,Common
Incite Hysteria,0.22,RAV,Common
Infectious Host,0.22,RAV,Common
Mortipede,0.22,RAV,Common
Sabertooth Alley Cat,0.22,RAV,Common
Snapping Drake,0.22,RAV,Common
Stasis Cell,0.22,RAV,Common
Sundering Vitae,0.22,RAV,Common
Thundersong Trumpeter,0.22,RAV,Common
Transluminant,0.22,RAV,Common
Vedalken Dismisser,0.22,RAV,Common
War-Torch Goblin,0.22,RAV,Common
Woodwraith Strangler,0.22,RAV,Common
Zephyr Spirit,0.22,RAV,Common
Flight of Fancy,0.21,RAV,Common
Golgari Rotwurm,0.21,RAV,Common
Necromantic Thirst,0.21,RAV,Common
Nightguard Patrol,0.21,RAV,Common
Strands of Undeath,0.21,RAV,Common
Surge of Zeal,0.21,RAV,Common
Tattered Drake,0.21,RAV,Common
Viashino Fangtail,0.21,RAV,Common
Viashino Slasher,0.21,RAV,Common
Votary of the Conclave,0.21,RAV,Common
Barbarian Riftcutter,0.20,RAV,Common
Bramble Elemental,0.20,RAV,Common
Convolute,0.20,RAV,Common
Fiery Conclusion,0.20,RAV,Common
Galvanic Arc,0.20,RAV,Common
Goblin Spelunkers,0.20,RAV,Common
Last Gasp,0.20,RAV,Common
Ordruun Commando,0.20,RAV,Common
Peel from Reality,0.20,RAV,Common
Roofstalker Wight,0.20,RAV,Common
Sadistic Augermage,0.20,RAV,Common
Screeching Griffin,0.20,RAV,Common
Seeds of Strength,0.20,RAV,Common
Sell-Sword Brute,0.20,RAV,Common
Sewerdreg,0.20,RAV,Common
Siege Wurm,0.20,RAV,Common
Sparkmage Apprentice,0.20,RAV,Common
Torpid Moloch,0.20,RAV,Common
Vedalken Entrancer,0.20,RAV,Common
Life from the Loam,1.45,RAV,Rare
Watery Grave,1.34,RAV,Rare
Dark Confidant,1.12,RAV,Rare
Sacred Foundry,1.07,RAV,Rare
Temple Garden,1.07,RAV,Rare
Remand,0.67,RAV,Uncommon
Chord of Calling,0.52,RAV,Rare
Overgrown Tomb,0.50,RAV,Rare
Doubling Season,0.39,RAV,Rare
Glimpse the Unthinkable,0.26,RAV,Rare
Lightning Helix,0.24,RAV,Uncommon
Autochthon Wurm,0.20,RAV,Rare
Darkblast,0.17,RAV,Uncommon
Golgari Thug,0.15,RAV,Uncommon
Suppression Field,0.15,RAV,Uncommon
Boros Garrison,0.11,RAV,Common
Barbarian Riftcutter,0.04,RAV,Common
Boros Fury-Shield,0.04,RAV,Common
Boros Guildmage,0.04,RAV,Uncommon
Boros Recruit,0.04,RAV,Common
Caregiver,0.04,RAV,Common
Conclave Phalanx,0.04,RAV,Uncommon
Devouring Light,0.04,RAV,Uncommon
Dowsing Shaman,0.04,RAV,Uncommon
Drooling Groodion,0.04,RAV,Uncommon
Gate Hound,0.04,RAV,Common
Golgari Rotwurm,0.04,RAV,Common
Guardian of Vitu-Ghazi,0.04,RAV,Common
Infectious Host,0.04,RAV,Common
Quickchange,0.04,RAV,Common
Rain of Embers,0.04,RAV,Common
Recollect,0.04,RAV,Uncommon
Ribbons of Night,0.04,RAV,Uncommon
Root-Kin Ally,0.04,RAV,Uncommon
Selesnya Guildmage,0.04,RAV,Uncommon
Smash,0.04,RAV,Common
Surge of Zeal,0.04,RAV,Common
Trophy Hunter,0.04,RAV,Uncommon
Viashino Fangtail,0.04,RAV,Common
Wojek Embermage,0.04,RAV,Uncommon
Woodwraith Strangler,0.04,RAV,Common
Auratouched Mage,0.03,RAV,Uncommon
Belltower Sphinx,0.03,RAV,Uncommon
Benevolent Ancestor,0.03,RAV,Common
Blockbuster,0.03,RAV,Uncommon
Brainspoil,0.03,RAV,Common
Carrion Howler,0.03,RAV,Uncommon
Centaur Safeguard,0.03,RAV,Common
Chant of Vitu-Ghazi,0.03,RAV,Uncommon
Clinging Darkness,0.03,RAV,Common
Conclaves Blessing,0.03,RAV,Common
Convolute,0.03,RAV,Common
Divebomber Griffin,0.03,RAV,Uncommon
Drake Familiar,0.03,RAV,Common
Dromad Purebred,0.03,RAV,Common
Dryads Caress,0.03,RAV,Common
Elvish Skysweeper,0.03,RAV,Common
Farseek,0.03,RAV,Common
Festival of the Guildpact,0.03,RAV,Uncommon
Flight of Fancy,0.03,RAV,Common
Gather Courage,0.03,RAV,Common
Gaze of the Gorgon,0.03,RAV,Common
Glass Golem,0.03,RAV,Uncommon
Goblin Fire Fiend,0.03,RAV,Common
Goblin Spelunkers,0.03,RAV,Common
Golgari Signet,0.03,RAV,Common
Goliath Spider,0.03,RAV,Uncommon
Grayscaled Gharial,0.03,RAV,Common
Greater Forgeling,0.03,RAV,Uncommon
Grifters Blade,0.03,RAV,Uncommon
Halcyon Glaze,0.03,RAV,Uncommon
Incite Hysteria,0.03,RAV,Common
Indentured Oaf,0.03,RAV,Uncommon
Instill Furor,0.03,RAV,Uncommon
Ivy Dancer,0.03,RAV,Uncommon
Keening Banshee,0.03,RAV,Uncommon
Mark of Eviction,0.03,RAV,Uncommon
Moroii,0.03,RAV,Uncommon
Mortipede,0.03,RAV,Common
Muddle the Mixture,0.03,RAV,Common
Necromantic Thirst,0.03,RAV,Common
Nightguard Patrol,0.03,RAV,Common
Ordruun Commando,0.03,RAV,Common
Overwhelm,0.03,RAV,Uncommon
Peel from Reality,0.03,RAV,Common
Peregrine Mask,0.03,RAV,Uncommon
Putrefy,0.03,RAV,Uncommon
Rolling Spoil,0.03,RAV,Uncommon
Sabertooth Alley Cat,0.03,RAV,Common
Sadistic Augermage,0.03,RAV,Common
Sandsower,0.03,RAV,Uncommon
Screeching Griffin,0.03,RAV,Common
Seeds of Strength,0.03,RAV,Common
Seismic Spike,0.03,RAV,Common
Selesnya Evangel,0.03,RAV,Common
Selesnya Sagittars,0.03,RAV,Uncommon
Sell-Sword Brute,0.03,RAV,Common
Sewerdreg,0.03,RAV,Common
Siege Wurm,0.03,RAV,Common
Snapping Drake,0.03,RAV,Common
Sparkmage Apprentice,0.03,RAV,Common
Spectral Searchlight,0.03,RAV,Uncommon
Stasis Cell,0.03,RAV,Common
Strands of Undeath,0.03,RAV,Common
Sunhome Enforcer,0.03,RAV,Uncommon
Terraformer,0.03,RAV,Common
Thundersong Trumpeter,0.03,RAV,Common
Torpid Moloch,0.03,RAV,Common
Transluminant,0.03,RAV,Common
Twisted Justice,0.03,RAV,Uncommon
Undercity Shade,0.03,RAV,Uncommon
Vedalken Entrancer,0.03,RAV,Common
Viashino Slasher,0.03,RAV,Common
Vindictive Mob,0.03,RAV,Uncommon
Votary of the Conclave,0.03,RAV,Common
War-Torch Goblin,0.03,RAV,Common
Wojek Siren,0.03,RAV,Common
Zephyr Spirit,0.03,RAV,Common
Bathe in Light,0.02,RAV,Uncommon
Birds of Paradise,0.02,RAV,Rare
Boros Signet,0.02,RAV,Common
Boros Swiftblade,0.02,RAV,Uncommon
Bramble Elemental,0.02,RAV,Common
Carven Caryatid,0.02,RAV,Uncommon
Civic Wayfinder,0.02,RAV,Common
Cleansing Beam,0.02,RAV,Uncommon
Clutch of the Undercity,0.02,RAV,Uncommon
Coalhauler Swine,0.02,RAV,Common
Compulsive Research,0.02,RAV,Common
Congregation at Dawn,0.02,RAV,Uncommon
Consult the Necrosages,0.02,RAV,Common
Courier Hawk,0.02,RAV,Common
Cyclopean Snare,0.02,RAV,Uncommon
Dark Heart of the Wood,0.02,RAV,Uncommon
Dimir Aqueduct,0.02,RAV,Common
Dimir Guildmage,0.02,RAV,Uncommon
Dimir House Guard,0.02,RAV,Common
Dimir Infiltrator,0.02,RAV,Common
Dimir Machinations,0.02,RAV,Uncommon
Dimir Signet,0.02,RAV,Common
Disembowel,0.02,RAV,Common
Dizzy Spell,0.02,RAV,Common
Dogpile,0.02,RAV,Common
Drift of Phantasms,0.02,RAV,Common
Duskmantle House of Shadow,0.02,RAV,Uncommon
Elves of Deep Shadow,0.02,RAV,Common
Ethereal Usher,0.02,RAV,Uncommon
Faiths Fetters,0.02,RAV,Common
Fiery Conclusion,0.02,RAV,Common
Fists of Ironwood,0.02,RAV,Common
Flame-Kin Zealot,0.02,RAV,Uncommon
Flash Conscription,0.02,RAV,Uncommon
Flow of Ideas,0.02,RAV,Uncommon
Frenzied Goblin,0.02,RAV,Uncommon
Galvanic Arc,0.02,RAV,Common
Golgari Brownscale,0.02,RAV,Common
Golgari Germination,0.02,RAV,Uncommon
Golgari Guildmage,0.02,RAV,Uncommon
Golgari Rot Farm,0.02,RAV,Common
Greater Mossdog,0.02,RAV,Common
Induce Paranoia,0.02,RAV,Common
Junktroller,0.02,RAV,Uncommon
Last Gasp,0.02,RAV,Common
Leashling,0.02,RAV,Uncommon
Leave No Trace,0.02,RAV,Common
Lore Broker,0.02,RAV,Uncommon
Lurking Informant,0.02,RAV,Common
Mausoleum Turnkey,0.02,RAV,Uncommon
Mnemonic Nexus,0.02,RAV,Uncommon
Moldervine Cloak,0.02,RAV,Uncommon
Netherborn Phalanx,0.02,RAV,Uncommon
Nightmare Void,0.02,RAV,Uncommon
Nullmage Shepherd,0.02,RAV,Uncommon
Oathsworn Giant,0.02,RAV,Uncommon
Perilous Forays,0.02,RAV,Uncommon
Perplex,0.02,RAV,Common
Pollenbright Wings,0.02,RAV,Uncommon
Psychic Drain,0.02,RAV,Uncommon
Rally the Righteous,0.02,RAV,Common
Reroute,0.02,RAV,Uncommon
Scatter the Seeds,0.02,RAV,Common
Seed Spark,0.02,RAV,Uncommon
Selesnya Sanctuary,0.02,RAV,Common
Selesnya Signet,0.02,RAV,Common
Shadow of Doubt,0.02,RAV,Rare
Shambling Shell,0.02,RAV,Common
Shred Memory,0.02,RAV,Common
Skyknight Legionnaire,0.02,RAV,Common
Stinkweed Imp,0.02,RAV,Common
Stone-Seeder Hierophant,0.02,RAV,Common
Stoneshaker Shaman,0.02,RAV,Uncommon
Sundering Vitae,0.02,RAV,Common
Sunhome Fortress of the Legion,0.02,RAV,Uncommon
Surveilling Sprite,0.02,RAV,Common
Svogthos the Restless Tomb,0.02,RAV,Uncommon
Tattered Drake,0.02,RAV,Common
Telling Time,0.02,RAV,Uncommon
Terrarion,0.02,RAV,Common
Thoughtpicker Witch,0.02,RAV,Common
Three Dreams,0.02,RAV,Rare
Tidewater Minion,0.02,RAV,Common
Vedalken Dismisser,0.02,RAV,Common
Veteran Armorer,0.02,RAV,Common
Vigor Mortis,0.02,RAV,Uncommon
Vitu-Ghazi the City-Tree,0.02,RAV,Uncommon
Voyager Staff,0.02,RAV,Uncommon
Watchwolf,0.02,RAV,Uncommon
Wizened Snitches,0.02,RAV,Uncommon
Wojek Apothecary,0.02,RAV,Uncommon
Woodwraith Corrupter,0.02,RAV,Rare
Agrus Kos Wojek Veteran,0.01,RAV,Rare
Blazing Archon,0.01,RAV,Rare
Blood Funnel,0.01,RAV,Rare
Bloodbond March,0.01,RAV,Rare
Bloodletter Quill,0.01,RAV,Rare
Bottled Cloister,0.01,RAV,Rare
Breath of Fury,0.01,RAV,Rare
Brightflame,0.01,RAV,Rare
Cerulean Sphinx,0.01,RAV,Rare
Char,0.01,RAV,Rare
Chorus of the Conclave,0.01,RAV,Rare
Circu Dimir Lobotomist,0.01,RAV,Rare
Cloudstone Curio,0.01,RAV,Rare
Concerted Effort,0.01,RAV,Rare
Conclave Equenaut,0.01,RAV,Common
Copy Enchantment,0.01,RAV,Rare
Crown of Convergence,0.01,RAV,Rare
Dimir Cutpurse,0.01,RAV,Rare
Dimir Doppelganger,0.01,RAV,Rare
Dream Leash,0.01,RAV,Rare
Empty the Catacombs,0.01,RAV,Rare
Excruciator,0.01,RAV,Rare
Eye of the Storm,0.01,RAV,Rare
Firemane Angel,0.01,RAV,Rare
Flame Fusillade,0.01,RAV,Rare
Flickerform,0.01,RAV,Rare
Followed Footsteps,0.01,RAV,Rare
Ghosts of the Innocent,0.01,RAV,Rare
Glare of Subdual,0.01,RAV,Rare
Gleancrawler,0.01,RAV,Rare
Golgari Grave-Troll,0.01,RAV,Rare
Grave-Shell Scarab,0.01,RAV,Rare
Grozoth,0.01,RAV,Rare
Hammerfist Giant,0.01,RAV,Rare
Helldozer,0.01,RAV,Rare
Hex,0.01,RAV,Rare
Hour of Reckoning,0.01,RAV,Rare
Hunted Dragon,0.01,RAV,Rare
Hunted Horror,0.01,RAV,Rare
Hunted Lammasu,0.01,RAV,Rare
Hunted Phantasm,0.01,RAV,Rare
Hunted Troll,0.01,RAV,Rare
Light of Sanction,0.01,RAV,Rare
Loxodon Gatekeeper,0.01,RAV,Rare
Loxodon Hierarch,0.01,RAV,Rare
Master Warcraft,0.01,RAV,Rare
Mindleech Mass,0.01,RAV,Rare
Mindmoil,0.01,RAV,Rare
Molten Sentry,0.01,RAV,Rare
Moonlight Bargain,0.01,RAV,Rare
Necroplasm,0.01,RAV,Rare
Nullstone Gargoyle,0.01,RAV,Rare
Pariahs Shield,0.01,RAV,Rare
Phytohydra,0.01,RAV,Rare
Plague Boiler,0.01,RAV,Rare
Primordial Sage,0.01,RAV,Rare
Privileged Position,0.01,RAV,Rare
Razias Purification,0.01,RAV,Rare
Razia Boros Archangel,0.01,RAV,Rare
Roofstalker Wight,0.01,RAV,Common
Savra Queen of the Golgari,0.01,RAV,Rare
Scion of the Wild,0.01,RAV,Rare
Searing Meditation,0.01,RAV,Rare
Sins of the Past,0.01,RAV,Rare
Sisters of Stone Death,0.01,RAV,Rare
Spawnbroker,0.01,RAV,Rare
Sunforger,0.01,RAV,Rare
Szadek Lord of Secrets,0.01,RAV,Rare
Tolsimir Wolfblood,0.01,RAV,Rare
Tunnel Vision,0.01,RAV,Rare
Twilight Drover,0.01,RAV,Rare
Ursapine,0.01,RAV,Rare
Vinelasher Kudzu,0.01,RAV,Rare
Vulturous Zombie,0.01,RAV,Rare
Warp World,0.01,RAV,Rare
Woebringer Demon,0.01,RAV,Rare
"Tabletop
 290","DECLINING CARDS
31▼","PRICE CHANGE
0.15","RISING CARDS
17▲"
-0.50,-2.00,-2.00,-0.66
-0.01,0.00,0.00,0.03
0.69,7.00,3.00,1.67
0.44,4.00,2.00,0.74
-0.15,3.00,-1.00,0.51
0.04,2.00,0.00,0.20
-0.05,-1.00,-1.00,-0.11
0.01,2.00,0.00,0.15
-0.01,0.00,0.00,0.00
-0.05,-1.00,-1.00,-0.07
-0.01,1.00,0.00,0.08
-0.03,2.00,0.00,0.16
0.01,0.00,0.00,-0.02
-0.03,2.00,-1.00,0.09
0.00,0.00,0.00,0.01
-0.14,3.00,-3.00,0.11
0.09,7.00,2.00,0.25
-0.02,0.00,-1.00,0.01
0.01,-1.00,0.00,-0.05
0.06,1.00,2.00,0.05
0.01,1.00,0.00,0.05
0.00,-1.00,0.00,-0.02
0.01,-1.00,0.00,-0.02
0.02,3.00,1.00,0.07
0.01,0.00,0.00,0.01
0.00,0.00,0.00,0.00
-0.03,1.00,-2.00,0.02
0.00,2.00,0.00,0.03
-0.02,-1.00,-1.00,-0.02
-0.02,0.00,-1.00,0.00
0.00,2.00,0.00,0.02
0.00,-2.00,0.00,-0.02
-0.01,0.00,-1.00,0.00
0.00,0.00,0.00,0.00
-0.02,-2.00,-2.00,-0.02
0.00,1.00,0.00,0.01
-0.01,0.00,-1.00,0.00
0.00,-1.00,0.00,-0.01
-0.02,-4.00,-3.00,-0.03
0.00,-1.00,0.00,-0.01
0.00,-1.00,0.00,-0.01
-0.04,-4.00,-5.00,-0.03
0.00,3.00,0.00,0.02
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,2.00,0.00,0.01
0.00,-2.00,0.00,-0.01
0.00,0.00,0.00,0.00
0.01,0.00,2.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
-0.01,-2.00,-2.00,-0.01
-0.01,-2.00,-2.00,-0.01
-0.01,-2.00,-2.00,-0.01
0.01,0.00,2.00,0.00
0.00,-2.00,0.00,-0.01
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,-2.00,0.00,-0.01
0.00,-2.00,0.00,-0.01
0.00,-3.00,0.00,-0.01
0.00,-3.00,0.00,-0.01
-0.02,-5.00,-5.00,-0.02
0.00,3.00,0.00,0.01
0.00,-3.00,0.00,-0.01
0.01,3.00,3.00,0.01
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,-5.00,0.00,-0.02
0.00,0.00,0.00,0.00
0.00,-3.00,0.00,-0.01
-0.01,-3.00,-3.00,-0.01
0.00,-3.00,0.00,-0.01
-0.01,-6.00,-3.00,-0.02
0.00,0.00,0.00,0.00
0.00,-3.00,0.00,-0.01
0.00,-3.00,0.00,-0.01
0.00,0.00,0.00,0.00
0.00,-3.00,0.00,-0.01
0.00,-3.00,0.00,-0.01
-0.01,-3.00,-3.00,-0.01
0.00,0.00,0.00,0.00
0.00,-3.00,0.00,-0.01
0.00,-7.00,0.00,-0.02
0.00,-3.00,0.00,-0.01
0.00,-3.00,0.00,-0.01
0.00,-4.00,0.00,-0.01
-0.01,-7.00,-4.00,-0.02
0.00,0.00,0.00,0.00
