Name,Price,Set,Rarity
"Domri, Chaos Bringer",1.50,RNA,Mythic
Incubation Druid,1.29,RNA,Rare
Cindervines,1.11,RNA,Rare
"Dovin, Grand Arbiter",1.02,RNA,Mythic
Kaya's Wrath,1.01,RNA,Rare
Absorb,1.00,RNA,Rare
Angel of Grace,1.00,RNA,Mythic
Gutterbones,1.00,RNA,Rare
"Lavinia, Azorius Renegade",1.00,RNA,Rare
Mesmerizing Benthid,1.00,RNA,Mythic
Biomancer's Familiar,0.99,RNA,Rare
Mirror March,0.99,RNA,Rare
Revival // Revenge,0.99,RNA,Rare
Emergency Powers,0.98,RNA,Mythic
Skarrgan Hellkite,0.96,RNA,Mythic
Repudiate // Replicate,0.95,RNA,Rare
Tithe Taker,0.95,RNA,Rare
Deputy of Detention,0.91,RNA,Rare
Unbreakable Formation,0.89,RNA,Rare
End-Raze Forerunners,0.88,RNA,Rare
Vindictive Vampire,0.82,RNA,Uncommon
Ravager Wurm,0.78,RNA,Mythic
Ethereal Absolution,0.75,RNA,Rare
Forest,0.75,RNA,Basic Land
"Judith, the Scourge Diva",0.75,RNA,Rare
Mountain,0.72,RNA,Basic Land
Skewer the Critics,0.65,RNA,Common
Benthic Biomancer,0.63,RNA,Rare
Gruul Spellbreaker,0.62,RNA,Rare
Island,0.60,RNA,Basic Land
Font of Agonies,0.57,RNA,Rare
Hero of Precinct One,0.55,RNA,Rare
Awaken the Erstwhile,0.52,RNA,Rare
Plaza of Harmony,0.52,RNA,Rare
Sphinx of Foresight,0.52,RNA,Rare
Pestilent Spirit,0.50,RNA,Rare
"Zegana, Utopian Speaker",0.50,RNA,Rare
Growth Spiral,0.49,RNA,Common
Growth-Chamber Guardian,0.49,RNA,Rare
High Alert,0.49,RNA,Uncommon
Light Up the Stage,0.49,RNA,Uncommon
Nikya of the Old Ways,0.49,RNA,Rare
Rampage of the Clans,0.49,RNA,Rare
Tome of the Guildpact,0.49,RNA,Rare
Verity Circle,0.48,RNA,Rare
Swamp,0.46,RNA,Basic Land
Dovin's Dismissal,0.45,RNA,Rare
Theater of Horrors,0.45,RNA,Rare
Rix Maadi Reveler,0.44,RNA,Rare
Precognitive Perception,0.43,RNA,Rare
Wall of Lost Thoughts,0.41,RNA,Uncommon
Glass of the Guildpact,0.40,RNA,Rare
Immolation Shaman,0.40,RNA,Rare
Mortify,0.40,RNA,Uncommon
Pteramander,0.40,RNA,Uncommon
Resolute Watchdog,0.39,RNA,Uncommon
Thrash // Threat,0.37,RNA,Rare
Domri's Nodorog,0.36,RNA,Rare
Gates Ablaze,0.35,RNA,Uncommon
Lumbering Battlement,0.35,RNA,Rare
Ministrant of Obligation,0.35,RNA,Uncommon
Warrant // Warden,0.35,RNA,Rare
Bedeck // Bedazzle,0.33,RNA,Rare
Amplifire,0.31,RNA,Rare
Collision // Colossus,0.31,RNA,Uncommon
Orzhov Enforcer,0.31,RNA,Uncommon
Drill Bit,0.30,RNA,Uncommon
Essence Capture,0.30,RNA,Uncommon
Gatebreaker Ram,0.30,RNA,Uncommon
Impassioned Orator,0.30,RNA,Common
Plains,0.30,RNA,Basic Land
Tower Defense,0.30,RNA,Uncommon
Cavalcade of Calamity,0.27,RNA,Uncommon
Cry of the Carnarium,0.27,RNA,Uncommon
Bankrupt in Blood,0.26,RNA,Uncommon
Basilica Bell-Haunt,0.26,RNA,Uncommon
Pitiless Pontiff,0.26,RNA,Uncommon
Sunder Shaman,0.26,RNA,Uncommon
Angelic Exaltation,0.25,RNA,Uncommon
Archway Angel,0.25,RNA,Uncommon
Azorius Locket,0.25,RNA,Common
Azorius Skyguard,0.25,RNA,Uncommon
Biogenic Upgrade,0.25,RNA,Uncommon
Bloodmist Infiltrator,0.25,RNA,Uncommon
Bolrac-Clan Crusher,0.25,RNA,Uncommon
Carnival // Carnage,0.25,RNA,Uncommon
Charging War Boar,0.25,RNA,Uncommon
Clamor Shaman,0.25,RNA,Uncommon
Clan Guildmage,0.25,RNA,Uncommon
Clear the Mind,0.25,RNA,Common
Combine Guildmage,0.25,RNA,Uncommon
Consecrate // Consume,0.25,RNA,Uncommon
Cult Guildmage,0.25,RNA,Uncommon
Dagger Caster,0.25,RNA,Uncommon
Depose // Deploy,0.25,RNA,Uncommon
Dovin's Acuity,0.25,RNA,Uncommon
Dovin's Automaton,0.25,RNA,Uncommon
Elite Arrester,0.25,RNA,Common
Eyes Everywhere,0.25,RNA,Uncommon
Final Payment,0.25,RNA,Common
Fireblade Artist,0.25,RNA,Uncommon
Footlight Fiend,0.25,RNA,Common
Forbidding Spirit,0.25,RNA,Uncommon
Frilled Mystic,0.25,RNA,Uncommon
Galloping Lizrog,0.25,RNA,Uncommon
Gate Colossus,0.25,RNA,Uncommon
Gateway Plaza,0.25,RNA,Common
Gateway Sneak,0.25,RNA,Uncommon
Gruul Beastmaster,0.25,RNA,Uncommon
Gyre Engineer,0.25,RNA,Uncommon
Hackrobat,0.25,RNA,Uncommon
Ill-Gotten Inheritance,0.25,RNA,Common
Imperious Oligarch,0.25,RNA,Common
Incubation // Incongruity,0.25,RNA,Uncommon
Junktroller,0.25,RNA,Uncommon
Knight of the Last Breath,0.25,RNA,Uncommon
Macabre Mockery,0.25,RNA,Uncommon
Orzhov Locket,0.25,RNA,Common
Orzhov Racketeers,0.25,RNA,Uncommon
Rakdos Firewheeler,0.25,RNA,Uncommon
Rakdos Locket,0.25,RNA,Common
Rally to Battle,0.25,RNA,Uncommon
Regenesis,0.25,RNA,Uncommon
Rumbling Ruin,0.25,RNA,Uncommon
Saruli Caretaker,0.25,RNA,Common
Scrabbling Claws,0.25,RNA,Uncommon
Screaming Shield,0.25,RNA,Uncommon
Senate Guildmage,0.25,RNA,Uncommon
Sentinel's Mark,0.25,RNA,Uncommon
Sharktocrab,0.25,RNA,Uncommon
Shimmer of Possibility,0.25,RNA,Common
Silhana Wayfinder,0.25,RNA,Uncommon
Skatewing Spy,0.25,RNA,Uncommon
Sky Tether,0.25,RNA,Uncommon
Smelt-Ward Ignus,0.25,RNA,Uncommon
Spear Spewer,0.25,RNA,Common
Sphinx of New Prahv,0.25,RNA,Uncommon
Sphinx of the Guildpact,0.25,RNA,Uncommon
Spire Mangler,0.25,RNA,Uncommon
Spirit of the Spires,0.25,RNA,Uncommon
Swirling Torrent,0.25,RNA,Uncommon
Syndicate Guildmage,0.25,RNA,Uncommon
Thought Collapse,0.25,RNA,Common
Tin Street Dodger,0.25,RNA,Uncommon
Titanic Brawl,0.25,RNA,Common
Trollbred Guardian,0.25,RNA,Uncommon
Windstorm Drake,0.25,RNA,Uncommon
Zhur-Taa Goblin,0.25,RNA,Uncommon
Clear the Stage,0.24,RNA,Uncommon
Code of Constraint,0.24,RNA,Uncommon
Enraged Ceratok,0.24,RNA,Uncommon
Goblin Gathering,0.24,RNA,Common
Justiciar's Portal,0.24,RNA,Common
Open the Gates,0.24,RNA,Common
Ragefire,0.24,RNA,Common
Simic Locket,0.24,RNA,Common
Flames of the Raze-Boar,0.23,RNA,Uncommon
Gruul Locket,0.23,RNA,Common
Lawmage's Binding,0.23,RNA,Common
Stony Strength,0.23,RNA,Common
Orzhov Guildgate253,0.22,RNA,Common
Simic Guildgate257,0.22,RNA,Common
Rakdos Guildgate256,0.21,RNA,Common
Simic Guildgate258,0.21,RNA,Common
Act of Treason,0.20,RNA,Common
Azorius Guildgate243,0.20,RNA,Common
Coral Commando,0.20,RNA,Common
Expose to Daylight,0.20,RNA,Common
Faerie Duelist,0.20,RNA,Common
Frenzied Arynx,0.20,RNA,Common
Gruul Guildgate249,0.20,RNA,Common
Gruul Guildgate250,0.20,RNA,Common
Orzhov Guildgate252,0.20,RNA,Common
Quench,0.20,RNA,Common
Rafter Demon,0.20,RNA,Common
Rakdos Guildgate255,0.20,RNA,Common
Rakdos Trumpeter,0.20,RNA,Common
Root Snare,0.20,RNA,Common
Savage Smash,0.20,RNA,Common
Scuttlegator,0.20,RNA,Common
Sphinx's Insight,0.20,RNA,Common
Steeple Creeper,0.20,RNA,Common
Storm Strike,0.20,RNA,Common
Thirsting Shade,0.20,RNA,Common
Twilight Panther,0.20,RNA,Common
Vizkopa Vampire,0.20,RNA,Common
Aeromunculus,0.19,RNA,Common
Applied Biomancy,0.19,RNA,Common
Azorius Guildgate244,0.19,RNA,Common
Azorius Knight-Arbiter,0.19,RNA,Common
Blade Juggler,0.19,RNA,Common
Bladebrand,0.19,RNA,Common
Bring to Trial,0.19,RNA,Common
Burning-Tree Vandal,0.19,RNA,Common
Dead Revels,0.19,RNA,Common
Deface,0.19,RNA,Common
Noxious Groodion,0.19,RNA,Common
Prying Eyes,0.19,RNA,Common
Rakdos Roustabout,0.19,RNA,Common
Rubble Reading,0.19,RNA,Common
Rubblebelt Recluse,0.19,RNA,Common
Rubblebelt Runner,0.19,RNA,Common
Sage's Row Savant,0.19,RNA,Common
Sagittars' Volley,0.19,RNA,Common
Sauroform Hybrid,0.19,RNA,Common
Scorchmark,0.19,RNA,Common
Spikewheel Acrobat,0.19,RNA,Common
Summary Judgment,0.19,RNA,Common
Undercity's Embrace,0.19,RNA,Common
Watchful Giant,0.19,RNA,Common
Arrester's Admonition,0.18,RNA,Common
Arrester's Zeal,0.18,RNA,Common
Carrion Imp,0.18,RNA,Common
Catacomb Crocodile,0.18,RNA,Common
Chillbringer,0.18,RNA,Common
Civic Stalwart,0.18,RNA,Common
Consign to the Pit,0.18,RNA,Common
Debtors' Transport,0.18,RNA,Common
Get the Point,0.18,RNA,Common
Gift of Strength,0.18,RNA,Common
Grasping Thrull,0.18,RNA,Common
Gravel-Hide Goblin,0.18,RNA,Common
Grotesque Demise,0.18,RNA,Common
Haazda Officer,0.18,RNA,Common
Humongulus,0.18,RNA,Common
Mammoth Spider,0.18,RNA,Common
Plague Wight,0.18,RNA,Common
Prowling Caracal,0.18,RNA,Common
Rampaging Rendhorn,0.18,RNA,Common
Rubble Slinger,0.18,RNA,Common
Senate Courier,0.18,RNA,Common
Senate Griffin,0.18,RNA,Common
Skitter Eel,0.18,RNA,Common
Slimebind,0.18,RNA,Common
Sylvan Brushstrider,0.18,RNA,Common
Syndicate Messenger,0.18,RNA,Common
Tenth District Veteran,0.18,RNA,Common
Territorial Boar,0.18,RNA,Common
Undercity Scavenger,0.18,RNA,Common
Wrecking Beast,0.18,RNA,Common
Axebane Beast,0.17,RNA,Common
Burn Bright,0.17,RNA,Common
Concordia Pegasus,0.17,RNA,Common
Feral Maaka,0.17,RNA,Common
Ghor-Clan Wrecker,0.17,RNA,Common
Knight of Sorrows,0.17,RNA,Common
"Kaya, Orzhov Usurper",5.52,RNA,Mythic
Dovin's Automaton,2.93,RNA,Uncommon
Blood Crypt,2.77,RNA,Rare
Stomping Ground,2.31,RNA,Rare
Hallowed Fountain,2.25,RNA,Rare
Hydroid Krasis,1.94,RNA,Mythic
"Dovin, Architect of Law",1.48,RNA,Mythic
Breeding Pool,1.40,RNA,Rare
Elite Arrester,1.39,RNA,Common
Smothering Tithe,1.23,RNA,Rare
Charging War Boar,1.12,RNA,Uncommon
Ragefire,1.12,RNA,Common
Godless Shrine,0.94,RNA,Rare
"Lavinia, Azorius Renegade",0.79,RNA,Rare
Cindervines,0.62,RNA,Rare
"Domri, City Smasher",0.48,RNA,Mythic
Spawn of Mayhem,0.36,RNA,Mythic
Absorb,0.34,RNA,Rare
Plaza of Harmony,0.31,RNA,Rare
Domri's Nodorog,0.22,RNA,Rare
Deputy of Detention,0.21,RNA,Rare
Priest of Forgotten Gods,0.17,RNA,Rare
The Haunt of Hightower,0.15,RNA,Mythic
"Dovin, Grand Arbiter",0.13,RNA,Mythic
Guardian Project,0.13,RNA,Rare
Biogenic Ooze,0.12,RNA,Mythic
"Domri, Chaos Bringer",0.10,RNA,Mythic
Light Up the Stage,0.09,RNA,Uncommon
Ravager Wurm,0.07,RNA,Mythic
Captive Audience,0.06,RNA,Mythic
Act of Treason,0.05,RNA,Common
Arrester's Admonition,0.05,RNA,Common
Burn Bright,0.05,RNA,Common
Code of Constraint,0.05,RNA,Uncommon
Consign to the Pit,0.05,RNA,Common
Coral Commando,0.05,RNA,Common
Dovin's Dismissal,0.05,RNA,Rare
Enraged Ceratok,0.05,RNA,Uncommon
Expose to Daylight,0.05,RNA,Common
Frenzied Arynx,0.05,RNA,Common
Gruul Beastmaster,0.05,RNA,Uncommon
Hackrobat,0.05,RNA,Uncommon
Rakdos Trumpeter,0.05,RNA,Common
Rampaging Rendhorn,0.05,RNA,Common
Scorchmark,0.05,RNA,Common
Senate Griffin,0.05,RNA,Common
Spikewheel Acrobat,0.05,RNA,Common
Undercity Scavenger,0.05,RNA,Common
Undercity's Embrace,0.05,RNA,Common
Watchful Giant,0.05,RNA,Common
Axebane Beast,0.04,RNA,Common
Azorius Skyguard,0.04,RNA,Uncommon
Blade Juggler,0.04,RNA,Common
Bladebrand,0.04,RNA,Common
Bolrac-Clan Crusher,0.04,RNA,Uncommon
Bring to Trial,0.04,RNA,Common
Burning-Tree Vandal,0.04,RNA,Common
Carnival // Carnage,0.04,RNA,Uncommon
Civic Stalwart,0.04,RNA,Common
Clear the Stage,0.04,RNA,Uncommon
Combine Guildmage,0.04,RNA,Uncommon
Concordia Pegasus,0.04,RNA,Common
Cult Guildmage,0.04,RNA,Uncommon
Deface,0.04,RNA,Common
Dovin's Acuity,0.04,RNA,Uncommon
Feral Maaka,0.04,RNA,Common
Fireblade Artist,0.04,RNA,Uncommon
Flames of the Raze-Boar,0.04,RNA,Uncommon
Gateway Sneak,0.04,RNA,Uncommon
Get the Point,0.04,RNA,Common
Ghor-Clan Wrecker,0.04,RNA,Common
Gift of Strength,0.04,RNA,Common
Haazda Officer,0.04,RNA,Common
Humongulus,0.04,RNA,Common
Knight of the Last Breath,0.04,RNA,Uncommon
Macabre Mockery,0.04,RNA,Uncommon
Noxious Groodion,0.04,RNA,Common
Prowling Caracal,0.04,RNA,Common
Prying Eyes,0.04,RNA,Common
Quench,0.04,RNA,Common
