Name,Price,Set,Rarity
Memorial to Genius,0.25,DOM,Uncommon
Memorial to Glory,0.25,DOM,Uncommon
Memorial to Unity,0.25,DOM,Uncommon
Memorial to War,0.25,DOM,Uncommon
Mountain262,0.25,DOM,Basic Land
Natures Spiral,0.25,DOM,Uncommon
On Serras Wings,0.25,DOM,Uncommon
Opt,0.25,DOM,Common
Powerstone Shard,0.25,DOM,Common
Rona Disciple of Gix,0.25,DOM,Uncommon
Sage of Lat-Nam,0.25,DOM,Uncommon
Saproling Migration,0.25,DOM,Common
Sentinel of the Pearl Trident,0.25,DOM,Uncommon
Serra Angel,0.25,DOM,Uncommon
Shield of the Realm,0.25,DOM,Uncommon
Skizzik,0.25,DOM,Uncommon
Slinn Voda the Rising Deep,0.25,DOM,Uncommon
Sorcerers Wand,0.25,DOM,Uncommon
Syncopate,0.25,DOM,Common
Teferis Sentinel,0.25,DOM,Uncommon
Temporal Machinations,0.25,DOM,Common
Thallid Soothsayer,0.25,DOM,Uncommon
Thorn Elemental,0.25,DOM,Uncommon
Tiana Ships Caretaker,0.25,DOM,Uncommon
Time of Ice,0.25,DOM,Uncommon
Triumph of Gerrard,0.25,DOM,Uncommon
Untamed Kavu,0.25,DOM,Uncommon
Urgoros the Empty One,0.25,DOM,Uncommon
Urzas Tome,0.25,DOM,Uncommon
Warcry Phoenix,0.25,DOM,Uncommon
Warlords Fury,0.25,DOM,Common
Weight of Memory,0.25,DOM,Uncommon
Wild Onslaught,0.25,DOM,Uncommon
Yargle Glutton of Urborg,0.25,DOM,Uncommon
Fungal Infection,0.24,DOM,Common
Island254,0.24,DOM,Basic Land
Juggernaut,0.24,DOM,Uncommon
Orcish Vandal,0.24,DOM,Uncommon
Sanctum Spirit,0.24,DOM,Uncommon
Swamp258,0.24,DOM,Basic Land
Voltaic Servant,0.24,DOM,Common
Adventurous Impulse,0.23,DOM,Common
Demonic Vigor,0.23,DOM,Common
Divest,0.22,DOM,Common
Forest266,0.22,DOM,Basic Land
Island257,0.22,DOM,Basic Land
Timber Gorge,0.22,DOM,Common
Dark Bargain,0.21,DOM,Common
Forest268,0.21,DOM,Basic Land
Skittering Surveyor,0.21,DOM,Common
Sparring Construct,0.21,DOM,Common
Yavimaya Sapherd,0.21,DOM,Common
Academy Journeymage,0.20,DOM,Common
Adamant Will,0.20,DOM,Common
Ancient Animus,0.20,DOM,Common
Arbor Armament,0.20,DOM,Common
Arcane Flight,0.20,DOM,Common
Benalish Honor Guard,0.20,DOM,Common
Blessed Light,0.20,DOM,Common
Blessing of Belzenlok,0.20,DOM,Common
Bloodstone Goblin,0.20,DOM,Common
Bloodtallow Candle,0.20,DOM,Common
Caligo Skin-Witch,0.20,DOM,Common
Call the Cavalry,0.20,DOM,Common
Corrosive Ooze,0.20,DOM,Common
Deep Freeze,0.20,DOM,Common
Forest267,0.20,DOM,Basic Land
Ghitu Journeymage,0.20,DOM,Common
Gift of Growth,0.20,DOM,Common
Homarid Explorer,0.20,DOM,Common
Invoke the Divine,0.20,DOM,Common
Island255,0.20,DOM,Basic Land
Island256,0.20,DOM,Basic Land
Jousting Lance,0.20,DOM,Common
Mesa Unicorn,0.20,DOM,Common
Mountain265,0.20,DOM,Basic Land
Navigators Compass,0.20,DOM,Common
Plains252,0.20,DOM,Basic Land
Radiating Lightning,0.20,DOM,Common
Run Amok,0.20,DOM,Common
Shivan Fire,0.20,DOM,Common
Short Sword,0.20,DOM,Common
Swamp259,0.20,DOM,Basic Land
Swamp260,0.20,DOM,Basic Land
Swamp261,0.20,DOM,Basic Land
Thallid Omnivore,0.20,DOM,Common
Vicious Offering,0.20,DOM,Common
Academy Drake,0.19,DOM,Common
Baloth Gorger,0.19,DOM,Common
Befuddle,0.19,DOM,Common
Cabal Paladin,0.19,DOM,Common
Cloudreader Sphinx,0.19,DOM,Common
Cold-Water Snapper,0.19,DOM,Common
DAvenant Trapper,0.19,DOM,Common
Deathbloom Thallid,0.19,DOM,Common
Divination,0.19,DOM,Common
Drudge Sentinel,0.19,DOM,Common
Dub,0.19,DOM,Common
Feral Abomination,0.19,DOM,Common
Fervent Strike,0.19,DOM,Common
Frenzied Rage,0.19,DOM,Common
Ghitu Chronicler,0.19,DOM,Common
Gideons Reproach,0.19,DOM,Common
Guardians of Koilos,0.19,DOM,Common
Healing Grace,0.19,DOM,Common
Keldon Overseer,0.19,DOM,Common
Keldon Raider,0.19,DOM,Common
Keldon Warcaller,0.19,DOM,Common
Krosan Druid,0.19,DOM,Common
Llanowar Envoy,0.19,DOM,Common
Mammoth Spider,0.19,DOM,Common
Mountain263,0.19,DOM,Basic Land
Pardic Wanderer,0.19,DOM,Common
Plains250,0.19,DOM,Basic Land
Plains251,0.19,DOM,Basic Land
Plains253,0.19,DOM,Basic Land
Primordial Wurm,0.19,DOM,Common
Rampaging Cyclops,0.19,DOM,Common
Relic Runner,0.19,DOM,Common
Rescue,0.19,DOM,Common
Seismic Shift,0.19,DOM,Common
Sergeant-at-Arms,0.19,DOM,Common
Serra Disciple,0.19,DOM,Common
Tolarian Scholar,0.19,DOM,Common
Tragic Poet,0.19,DOM,Common
Vodalian Arcanist,0.19,DOM,Common
Aesthir Glider,0.18,DOM,Common
Aven Sentry,0.18,DOM,Common
Cabal Evangel,0.18,DOM,Common
Charge,0.18,DOM,Common
Eviscerate,0.18,DOM,Common
Excavation Elephant,0.18,DOM,Common
Fiery Intervention,0.18,DOM,Common
Fire Elemental,0.18,DOM,Common
Gaeas Protector,0.18,DOM,Common
Knight of New Benalia,0.18,DOM,Common
Pegasus Courser,0.18,DOM,Common
Pyromantic Pilgrim,0.18,DOM,Common
Soul Salvage,0.18,DOM,Common
Stronghold Confessor,0.18,DOM,Common
Windgrace Acolyte,0.18,DOM,Common
Mountain264,0.17,DOM,Basic Land
Pierce the Sky,0.17,DOM,Common
Teferi Hero of Dominaria,4.76,DOM,Mythic
Mox Amber,4.24,DOM,Mythic
Karn Scion of Urza,1.23,DOM,Mythic
Firesong and Sunspeaker,1.12,DOM,Rare
Chandras Outburst,0.79,DOM,Rare
Pyromantic Pilgrim,0.76,DOM,Common
Karplusan Hound,0.65,DOM,Uncommon
Timber Gorge,0.49,DOM,Common
Sulfur Falls,0.46,DOM,Rare
Damping Sphere,0.38,DOM,Uncommon
Teferis Sentinel,0.34,DOM,Uncommon
Meandering River,0.31,DOM,Common
Temporal Machinations,0.30,DOM,Common
Chandra Bold Pyromancer,0.26,DOM,Mythic
Niambi Faithful Healer,0.26,DOM,Rare
Teferi Timebender,0.19,DOM,Mythic
Cast Down,0.18,DOM,Uncommon
Isolated Chapel,0.15,DOM,Rare
History of Benalia,0.12,DOM,Mythic
Goblin Chainwhirler,0.09,DOM,Rare
Lyra Dawnbringer,0.09,DOM,Mythic
Aven Sentry,0.05,DOM,Common
Bloodstone Goblin,0.05,DOM,Common
Cloudreader Sphinx,0.05,DOM,Common
Dark Bargain,0.05,DOM,Common
Deathbloom Thallid,0.05,DOM,Common
Divination,0.05,DOM,Common
Drudge Sentinel,0.05,DOM,Common
Dub,0.05,DOM,Common
Excavation Elephant,0.05,DOM,Common
Feral Abomination,0.05,DOM,Common
Fervent Strike,0.05,DOM,Common
Firefist Adept,0.05,DOM,Uncommon
Gideons Reproach,0.05,DOM,Common
Invoke the Divine,0.05,DOM,Common
Island255,0.05,DOM,Basic Land
Juggernaut,0.05,DOM,Uncommon
Knight of New Benalia,0.05,DOM,Common
Lingering Phantom,0.05,DOM,Uncommon
Natures Spiral,0.05,DOM,Uncommon
Orcish Vandal,0.05,DOM,Uncommon
Pegasus Courser,0.05,DOM,Common
Pierce the Sky,0.05,DOM,Common
Plains252,0.05,DOM,Basic Land
Primordial Wurm,0.05,DOM,Common
Rampaging Cyclops,0.05,DOM,Common
Relic Runner,0.05,DOM,Common
Sanctum Spirit,0.05,DOM,Uncommon
Sentinel of the Pearl Trident,0.05,DOM,Uncommon
Sergeant-at-Arms,0.05,DOM,Common
Stronghold Confessor,0.05,DOM,Common
Swamp259,0.05,DOM,Basic Land
Swamp261,0.05,DOM,Basic Land
Thallid Omnivore,0.05,DOM,Common
Thorn Elemental,0.05,DOM,Uncommon
Vodalian Arcanist,0.05,DOM,Common
Warcry Phoenix,0.05,DOM,Uncommon
Wild Onslaught,0.05,DOM,Uncommon
Windgrace Acolyte,0.05,DOM,Common
Academy Drake,0.04,DOM,Common
Academy Journeymage,0.04,DOM,Common
Befuddle,0.04,DOM,Common
Benalish Honor Guard,0.04,DOM,Common
Bloodtallow Candle,0.04,DOM,Common
Cabal Evangel,0.04,DOM,Common
Chainers Torment,0.04,DOM,Uncommon
Charge,0.04,DOM,Common
Deep Freeze,0.04,DOM,Common
Demonic Vigor,0.04,DOM,Common
Eviscerate,0.04,DOM,Common
Forest267,0.04,DOM,Basic Land
Frenzied Rage,0.04,DOM,Common
Gaeas Protector,0.04,DOM,Common
Ghitu Journeymage,0.04,DOM,Common
Gift of Growth,0.04,DOM,Common
Guardians of Koilos,0.04,DOM,Common
Healing Grace,0.04,DOM,Common
Island254,0.04,DOM,Basic Land
Island256,0.04,DOM,Basic Land
Jhoiras Familiar,0.04,DOM,Uncommon
Jousting Lance,0.04,DOM,Common
Mesa Unicorn,0.04,DOM,Common
Mountain262,0.04,DOM,Basic Land
Mountain263,0.04,DOM,Basic Land
Mountain265,0.04,DOM,Basic Land
Pardic Wanderer,0.04,DOM,Common
Plains250,0.04,DOM,Basic Land
Plains253,0.04,DOM,Basic Land
Radiating Lightning,0.04,DOM,Common
Rona Disciple of Gix,0.04,DOM,Uncommon
Run Amok,0.04,DOM,Common
Shivan Fire,0.04,DOM,Common
Short Sword,0.04,DOM,Common
Skirk Prospector,0.04,DOM,Common
Soul Salvage,0.04,DOM,Common
Swamp260,0.04,DOM,Basic Land
The Eldest Reborn,0.04,DOM,Uncommon
Tolarian Scholar,0.04,DOM,Common
Urgoros the Empty One,0.04,DOM,Uncommon
Yavimaya Sapherd,0.04,DOM,Common
Adamant Will,0.03,DOM,Common
Adeliz the Cinder Wind,0.03,DOM,Uncommon
Adventurous Impulse,0.03,DOM,Common
Aesthir Glider,0.03,DOM,Common
Amaranthine Wall,0.03,DOM,Uncommon
Ancient Animus,0.03,DOM,Common
Arbor Armament,0.03,DOM,Common
Arcane Flight,0.03,DOM,Common
Artificers Assistant,0.03,DOM,Common
Arvad the Cursed,0.03,DOM,Uncommon
Baird Steward of Argive,0.03,DOM,Uncommon
Baloth Gorger,0.03,DOM,Common
Blessed Light,0.03,DOM,Common
Blessing of Belzenlok,0.03,DOM,Common
Blink of an Eye,0.03,DOM,Common
Board the Weatherlight,0.03,DOM,Uncommon
Broken Bond,0.03,DOM,Common
Cabal Paladin,0.03,DOM,Common
Caligo Skin-Witch,0.03,DOM,Common
Call the Cavalry,0.03,DOM,Common
Champion of the Flame,0.03,DOM,Uncommon
Clifftop Retreat,0.03,DOM,Rare
Cold-Water Snapper,0.03,DOM,Common
Corrosive Ooze,0.03,DOM,Common
Curators Ward,0.03,DOM,Uncommon
DAvenant Trapper,0.03,DOM,Common
Danitha Capashen Paragon,0.03,DOM,Uncommon
Darigaaz Reincarnated,0.03,DOM,Mythic
Dauntless Bodyguard,0.03,DOM,Uncommon
Diligent Excavator,0.03,DOM,Uncommon
Divest,0.03,DOM,Common
Elfhame Druid,0.03,DOM,Uncommon
Fiery Intervention,0.03,DOM,Common
Fight with Fire,0.03,DOM,Uncommon
Final Parting,0.03,DOM,Uncommon
Fire Elemental,0.03,DOM,Common
Forest266,0.03,DOM,Basic Land
Forest268,0.03,DOM,Basic Land
Forest269,0.03,DOM,Basic Land
Fungal Infection,0.03,DOM,Common
Fungal Plots,0.03,DOM,Uncommon
Gaeas Blessing,0.03,DOM,Uncommon
Garna the Bloodflame,0.03,DOM,Uncommon
Ghitu Chronicler,0.03,DOM,Common
Ghitu Lavarunner,0.03,DOM,Common
Goblin Barrage,0.03,DOM,Uncommon
Goblin Warchief,0.03,DOM,Uncommon
Grow from the Ashes,0.03,DOM,Common
Grunn the Lonely King,0.03,DOM,Uncommon
Hallar the Firefletcher,0.03,DOM,Uncommon
Helm of the Host,0.03,DOM,Rare
Hinterland Harbor,0.03,DOM,Rare
Homarid Explorer,0.03,DOM,Common
Howling Golem,0.03,DOM,Uncommon
Icy Manipulator,0.03,DOM,Uncommon
In Bolass Clutches,0.03,DOM,Uncommon
Island257,0.03,DOM,Basic Land
Keldon Overseer,0.03,DOM,Common
Keldon Raider,0.03,DOM,Common
Keldon Warcaller,0.03,DOM,Common
Knight of Grace,0.03,DOM,Uncommon
Knight of Malice,0.03,DOM,Uncommon
Krosan Druid,0.03,DOM,Common
Kwende Pride of Femeref,0.03,DOM,Uncommon
Llanowar Elves,0.03,DOM,Common
Llanowar Envoy,0.03,DOM,Common
Llanowar Scout,0.03,DOM,Common
Mammoth Spider,0.03,DOM,Common
Memorial to Folly,0.03,DOM,Uncommon
Memorial to Genius,0.03,DOM,Uncommon
Memorial to Glory,0.03,DOM,Uncommon
Memorial to Unity,0.03,DOM,Uncommon
Memorial to War,0.03,DOM,Uncommon
Merfolk Trickster,0.03,DOM,Uncommon
Mountain264,0.03,DOM,Basic Land
Navigators Compass,0.03,DOM,Common
On Serras Wings,0.03,DOM,Uncommon
Opt,0.03,DOM,Common
Plains251,0.03,DOM,Basic Land
Powerstone Shard,0.03,DOM,Common
Raff Capashen Ships Mage,0.03,DOM,Uncommon
Rat Colony,0.03,DOM,Common
Rescue,0.03,DOM,Common
Sage of Lat-Nam,0.03,DOM,Uncommon
Saproling Migration,0.03,DOM,Common
Seal Away,0.03,DOM,Uncommon
Seismic Shift,0.03,DOM,Common
Serra Angel,0.03,DOM,Uncommon
Serra Disciple,0.03,DOM,Common
Settle the Score,0.03,DOM,Uncommon
Shanna Sisays Legacy,0.03,DOM,Uncommon
Shield of the Realm,0.03,DOM,Uncommon
Skittering Surveyor,0.03,DOM,Common
Skizzik,0.03,DOM,Uncommon
Slimefoot the Stowaway,0.03,DOM,Uncommon
Slinn Voda the Rising Deep,0.03,DOM,Uncommon
Song of Freyalise,0.03,DOM,Uncommon
Sorcerers Wand,0.03,DOM,Uncommon
Sparring Construct,0.03,DOM,Common
Spore Swarm,0.03,DOM,Uncommon
Sporecrown Thallid,0.03,DOM,Uncommon
Steel Leaf Champion,0.03,DOM,Rare
Swamp258,0.03,DOM,Basic Land
Syncopate,0.03,DOM,Common
Tatyova Benthic Druid,0.03,DOM,Uncommon
Tetsuko Umezawa Fugitive,0.03,DOM,Uncommon
Thallid Soothsayer,0.03,DOM,Uncommon
The Flame of Keld,0.03,DOM,Uncommon
Tiana Ships Caretaker,0.03,DOM,Uncommon
Time of Ice,0.03,DOM,Uncommon
Tragic Poet,0.03,DOM,Common
Triumph of Gerrard,0.03,DOM,Uncommon
Untamed Kavu,0.03,DOM,Uncommon
Unwind,0.03,DOM,Common
Urzas Tome,0.03,DOM,Uncommon
Valduk Keeper of the Flame,0.03,DOM,Uncommon
Vicious Offering,0.03,DOM,Common
Voltaic Servant,0.03,DOM,Common
Warlords Fury,0.03,DOM,Common
Weight of Memory,0.03,DOM,Uncommon
Whisper Blood Liturgist,0.03,DOM,Uncommon
Wizards Lightning,0.03,DOM,Uncommon
Wizards Retort,0.03,DOM,Uncommon
Woodland Cemetery,0.03,DOM,Rare
Yargle Glutton of Urborg,0.03,DOM,Uncommon
Zhalfirin Void,0.03,DOM,Uncommon
Aryel Knight of Windgrace,0.02,DOM,Rare
Benalish Marshal,0.02,DOM,Rare
Blackblade Reforged,0.02,DOM,Rare
Cabal Stronghold,0.02,DOM,Rare
Daring Archaeologist,0.02,DOM,Rare
Demonlord Belzenlok,0.02,DOM,Mythic
Dread Shade,0.02,DOM,Rare
Evra Halcyon Witness,0.02,DOM,Rare
Fall of the Thran,0.02,DOM,Rare
Forebears Blade,0.02,DOM,Rare
Gilded Lotus,0.02,DOM,Rare
Grand Warlord Radha,0.02,DOM,Rare
Haphazard Bombardment,0.02,DOM,Rare
Jaya Ballard,0.02,DOM,Mythic
Jayas Immolating Inferno,0.02,DOM,Rare
Jhoira Weatherlight Captain,0.02,DOM,Mythic
Jodah Archmage Eternal,0.02,DOM,Rare
Josu Vess Lich Knight,0.02,DOM,Rare
Kamahls Druidic Vow,0.02,DOM,Rare
Karns Temporal Sundering,0.02,DOM,Rare
Kazarov Sengir Pureblood,0.02,DOM,Rare
Lichs Mastery,0.02,DOM,Rare
Marwyn the Nurturer,0.02,DOM,Rare
Mishras Self-Replicator,0.02,DOM,Rare
Muldrotha the Gravetide,0.02,DOM,Mythic
Multani Yavimayas Avatar,0.02,DOM,Mythic
Naban Dean of Iteration,0.02,DOM,Rare
Naru Meha Master Wizard,0.02,DOM,Mythic
Oath of Teferi,0.02,DOM,Rare
Phyrexian Scriptures,0.02,DOM,Mythic
Precognition Field,0.02,DOM,Rare
Primevals Glorious Rebirth,0.02,DOM,Rare
Rite of Belzenlok,0.02,DOM,Rare
Shalai Voice of Plenty,0.02,DOM,Rare
Siege-Gang Commander,0.02,DOM,Rare
Squee the Immortal,0.02,DOM,Rare
Sylvan Awakening,0.02,DOM,Rare
Tempest Djinn,0.02,DOM,Rare
Territorial Allosaurus,0.02,DOM,Rare
Teshar Ancestors Apostle,0.02,DOM,Rare
The Antiquities War,0.02,DOM,Rare
The First Eruption,0.02,DOM,Rare
The Mending of Dominaria,0.02,DOM,Rare
The Mirari Conjecture,0.02,DOM,Rare
Thran Temporal Gateway,0.02,DOM,Rare
Torgaar Famine Incarnate,0.02,DOM,Rare
Traxos Scourge of Kroog,0.02,DOM,Rare
Two-Headed Giant,0.02,DOM,Rare
Urzas Ruinous Blast,0.02,DOM,Rare
Verdant Force,0.02,DOM,Rare
Verix Bladewing,0.02,DOM,Mythic
Weatherlight,0.02,DOM,Mythic
Yawgmoths Vile Offering,0.02,DOM,Rare
Zahid Djinn of the Lamp,0.02,DOM,Rare
"Tabletop
 682","DECLINING CARDS
90▼","PRICE CHANGE
-0.39","RISING CARDS
17▲"
Painters Servant,80.63,SHM,Rare
Greater Auramancy,74.97,SHM,Rare
Mystic Gate,35.18,SHM,Rare
Polluted Bonds,33.92,SHM,Rare
Reflecting Pool,30.00,SHM,Rare
Prismatic Omen,22.60,SHM,Rare
Sunken Ruins,20.94,SHM,Rare
Wheel of Sun and Moon,20.00,SHM,Rare
Savor the Moment,15.00,SHM,Rare
Mana Reflection,12.92,SHM,Rare
Dire Undercurrents,12.63,SHM,Rare
Graven Cairns,10.00,SHM,Rare
Wound Reflection,9.45,SHM,Rare
Plague of Vermin,8.57,SHM,Rare
Wooded Bastion,8.54,SHM,Rare
Boartusk Liege,7.90,SHM,Rare
Fire-Lit Thicket,7.84,SHM,Rare
Fracturing Gust,7.75,SHM,Rare
Umbral Mantle,7.58,SHM,Uncommon
Vexing Shusher,6.44,SHM,Rare
Ghastlord of Fugue,5.50,SHM,Rare
Knollspine Dragon,5.49,SHM,Rare
Glen Elendra Liege,5.02,SHM,Rare
Godhead of Awe,4.88,SHM,Rare
Manamorphose,4.87,SHM,Common
Ashenmoor Liege,4.74,SHM,Rare
Reaper King,4.72,SHM,Rare
Boon Reflection,4.66,SHM,Rare
Deepchannel Mentor,4.62,SHM,Uncommon
Inkfathom Infiltrator,4.60,SHM,Uncommon
Elemental Mastery,4.50,SHM,Rare
Puppeteer Clique,4.50,SHM,Rare
Rhys the Redeemed,4.39,SHM,Rare
Dusk Urchins,4.27,SHM,Rare
Shield of the Oversoul,4.21,SHM,Common
Cemetery Puca,3.89,SHM,Rare
Memory Plunder,3.86,SHM,Rare
Cauldron of Souls,3.80,SHM,Rare
Fulminator Mage,3.74,SHM,Rare
Knacksaw Clique,3.74,SHM,Rare
Enchanted Evening,3.69,SHM,Rare
Beseech the Queen,3.52,SHM,Uncommon
Woodfall Primus,3.48,SHM,Rare
Furystoke Giant,3.35,SHM,Rare
Crimson Wisps,3.26,SHM,Common
Blowfly Infestation,3.21,SHM,Uncommon
Oona Queen of the Fae,3.14,SHM,Rare
Steel of the Godhead,3.00,SHM,Common
Sygg River Cutthroat,2.99,SHM,Rare
Mossbridge Troll,2.97,SHM,Rare
Pucas Mischief,2.84,SHM,Rare
Everlasting Torment,2.83,SHM,Rare
Devoted Druid,2.79,SHM,Common
Spiteful Visions,2.62,SHM,Rare
Grim Poppet,2.60,SHM,Rare
Demigod of Revenge,2.58,SHM,Rare
Wilt-Leaf Liege,2.55,SHM,Rare
Leechridden Swamp,2.53,SHM,Uncommon
Corrosive Mentor,2.30,SHM,Uncommon
Midnight Banshee,2.28,SHM,Rare
Pili-Pala,2.18,SHM,Common
Mistveil Plains,1.99,SHM,Uncommon
Order of Whiteclay,1.99,SHM,Rare
Bloodmark Mentor,1.92,SHM,Uncommon
Oversoul of Dusk,1.87,SHM,Rare
Windbrisk Raptor,1.87,SHM,Rare
Oracle of Nectars,1.66,SHM,Rare
Thistledown Liege,1.64,SHM,Rare
Dramatic Entrance,1.58,SHM,Rare
Swans of Bryn Argoll,1.42,SHM,Rare
Rage Reflection,1.32,SHM,Rare
Thought Reflection,1.30,SHM,Rare
Deus of Calamity,1.25,SHM,Rare
Kitchen Finks,1.24,SHM,Uncommon
Mass Calcify,1.15,SHM,Rare
Kulrath Knight,1.13,SHM,Uncommon
Guttural Response,1.09,SHM,Uncommon
Prison Term,1.08,SHM,Uncommon
Isleback Spawn,1.07,SHM,Rare
Mirrorweave,1.04,SHM,Rare
